Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"SE, Baitarani Irrigation Division, Salapada","SE, Baitarani Irrigation Division, Salapada",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Affidavit, RC, No Relationship etc.",1.0,ICICI BANK,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,BAID 02 OF 2025-26,2025_KIDK_118339_60,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,Protection to the Scoured Bank on Baitarani Right near Village Rajnagar (Kodadhara) for the year 2025-26.,Protection to the Scoured Bank on Baitarani Right near Village Rajnagar (Kodadhara) for the year 2025-26.,Please refer Tender documents. ,NA ,"16,00,000",Civil Works - Others,NA ,Tender,90.0,120.0,Salapada,758020.0,NA ,NA ,NA ,"SE, Baitarani Irrigation Division, Salapada",No ,No,"16,000",Yes,fixed,,Nil,Nil,25-Sep-2025 09:00 AM,10-Oct-2025 11:00 AM,25-Sep-2025 09:00 AM,09-Oct-2025 05:30 PM,NA ,NA ,25-Sep-2025 09:00 AM,09-Oct-2025 05:30 PM,AOC,29-Jan-2026,"INR 1,359,839",120.0,Laxman Marandi,29-Jan-2026 08:08 AM,60.pdf (299.00 KB),AOC,1,3107737,AKHOJI RAY,03-Oct-2025 04:31 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,22-Nov-2025 08:05 PM,techsummary_553353.pdf (403.89 KB),"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,22-Nov-2025 08:13 PM,finsummary_553353.pdf (403.89 KB),CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,2025_KIDK_118339_60,BAID 02 OF 2025-26,Protection to the Scoured Bank on Baitarani Right near Village Rajnagar (Kodadhara) for the year 2025-26.,1.0,3116927.0,Prahallada Chandra Sahu,INR,"1,359,839",Finance,U,SIDDHARTHA SHANKAR DAS,22-Nov-2025 10:16 AM,finance_553353.pdf,BOQ Comparative Chart,AOC
,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3113423,CHITTARANJAN RANA,06-Oct-2025 11:13 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3109977,GITA RANI SAHOO,04-Oct-2025 06:20 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3117393,MAHAVIR CONSTRUCTION,08-Oct-2025 06:25 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3116224,MINATI MOHAPATRA,09-Oct-2025 04:53 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3116927,Prahallada Chandra Sahu,08-Oct-2025 04:00 PM,Accepted-AOC,LOTTERY WINNER,29-Jan-2026 08:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3115386,PRAKASH GHADEI,08-Oct-2025 04:45 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3114386,PRATIBHA NAYAK,07-Oct-2025 03:51 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3118841,PRIYARANJAN SINGH,09-Oct-2025 10:38 AM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3105761,SARAT NAYAK,02-Oct-2025 04:52 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3118254,Satyabrata Das,08-Oct-2025 10:35 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3120195,S S CROP AND CONSTRUCTION,09-Oct-2025 04:21 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3111704,SUDHIR KUMAR SWAIN,06-Oct-2025 09:08 AM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3120260,SUSAMA SETHY,09-Oct-2025 04:05 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,3119876,TRILOCHAN SAHU,09-Oct-2025 02:48 PM,Rejected-Finance,r,22-Nov-2025 08:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
