Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
13-Jan-2026,"INR 422,787.94",60.0,Nirmal Chandra Jena,13-Jan-2026 03:46 PM,PDF624.pdf (388.00 KB),AoC,1,3239443,BIBHU PRASAD SAHOO,19-Nov-2025 08:05 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 03:43 PM,1.0,3238755.0,Mr SOUBHAGYA BHANJA SAMANTA,INR,"422,787.94",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_121205_25,Tender Online Divn. BBSR - 23/2025-26,E type Qtr of R.W. Section (JE Qtr) Khordha,Finance,10 nos of bidder are participated,Shrabani Routray,22-Nov-2025 02:17 PM,,BOQ Comparative Chart,SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,13-Jan-2026 03:43 PM,finsummary_564596.pdf (388.39 KB),SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,13-Jan-2026 03:35 PM,techsummary_564596.pdf (388.39 KB),AOC,15-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM,15-Nov-2025 05:00 PM,20-Nov-2025 05:00 PM,NA ,NA ,15-Nov-2025 05:00 PM,20-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Paper Cost EMD GSTIN PAN Registration Certificate,E type Qtr of R.W. Section (JE Qtr) Khordha,E type Qtr of R.W. Section (JE Qtr) Khordha,Please refer tender documents ,NA ,"4,24,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,SE R.W. Div. BBSR,751013.0,NA ,NA ,NA ,SE RWD BBSR,No ,No,"4,240",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 23/2025-26,2025_CERWI_121205_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,O/o the SE RWD BBSR,O/o the SE RWD BBSR,"2,000",0.0,Nil,Nil,No,AOC
,,,,,,,2,3237078,MD FAZELE KARIM,19-Nov-2025 09:26 AM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate, undertaking for obtaining labour license",,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3238755,Mr SOUBHAGYA BHANJA SAMANTA,19-Nov-2025 04:31 PM,Accepted-AOC,L1 Bidder,13-Jan-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,No relationship certificate and required documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3241442,PRASANNA KUMAR DASH,20-Nov-2025 01:45 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3241458,PRATAP KUMAR PRADHAN,20-Nov-2025 01:48 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3238519,PRAVASINI RAUTRAY,19-Nov-2025 03:39 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3240405,SAKYASINGH MOHANTY,20-Nov-2025 10:29 AM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3239708,SANDIP KUMAR BARMAN,19-Nov-2025 09:44 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3236274,SK IFTEKHAR ALLI,19-Nov-2025 12:37 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3239518,UPENDRA KUMAR BHANJADEO,19-Nov-2025 08:56 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
