Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2025_CERWI_120667_20,NCB 07 OF 2025-26,Routine Maintenance to Mahulgadia to Chhatia road from ch 0/000 to 3/080Km for the year 2025-26.,1.0,3208073.0,SARAT NAYAK,INR,"691,493",1,3216993,ANIL KUMAR NAYAK,12-Nov-2025 01:13 PM,Rejected-AOC,Reject,22-Jan-2026 06:01 PM,31-Dec-2025,"INR 813,425",30.0,Kapileswar Singh,22-Jan-2026 06:01 PM,Mahulgadia_Chhatia.pdf (378.00 KB),Finance,COVER1,Sanjukta Marndi,31-Dec-2025 11:28 AM,finance_561432.pdf,BOQ Comparative Chart,SE,Internal,,Sanjukta Marndi,31-Dec-2025 11:35 AM,finsummary_561432.pdf (629.19 KB),SE,Internal,,Sanjukta Marndi,31-Dec-2025 11:30 AM,techsummary_561432.pdf (629.19 KB),AOC,1.0,ICICI BANK,Routine Maintenance to Mahulgadia to Chhatia road from ch 0/000 to 3/080Km for the year 2025-26.,Routine Maintenance to Mahulgadia to Chhatia road from ch 0/000 to 3/080Km for the year 2025-26.,Please refer Tender documents. ,NA ,"8,13,000",Civil Works - Roads,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GST AFFIDAVIT AND AS PER ANNEXURE,"8,130",Yes,percentage,1.0%,Nil,Nil,03-Nov-2025 02:00 PM,14-Nov-2025 11:00 AM,03-Nov-2025 02:00 PM,13-Nov-2025 05:00 PM,03-Nov-2025 02:00 PM ,12-Nov-2025 05:00 PM ,03-Nov-2025 02:00 PM,13-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 07 OF 2025-26,2025_CERWI_120667_20,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,SUPERINTENDING ENGINEER,"At-Gambharia Po- DD College Near Diary Farm. O/o the SE R.W Division-I, Keonjhar","4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,2,3218551,AVOY SHANKAR GORAI,12-Nov-2025 06:06 PM,Rejected-AOC,Reject,22-Jan-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3220853,KAPILA CHARAN MALIK,13-Nov-2025 12:46 PM,Rejected-AOC,Reject,22-Jan-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3220806,KUNDAN KUMAR SETHY,13-Nov-2025 12:33 PM,Rejected-AOC,Reject,22-Jan-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3221950,MAHAVIR CONSTRUCTION,13-Nov-2025 04:18 PM,Rejected-AOC,Reject,22-Jan-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3221476,PRITIPRAVA GHADEI,13-Nov-2025 04:42 PM,Rejected-AOC,Reject,22-Jan-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3208073,SARAT NAYAK,10-Nov-2025 06:14 PM,Accepted-AOC,Accept,22-Jan-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,3219564,SIPU SETHY,12-Nov-2025 11:44 PM,Rejected-AOC,Reject,22-Jan-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
