S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1,3134928,AJIT KUMAR PAHADSINGH,18-Oct-2025 05:11 PM,Rejected-Technical,Technically Disqualified,21-Nov-2025 07:01 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_119404_15,Tender Online Divn. BBSR - 13/2025-26,Pichukuli to Kotasingha road,1.0,3136458.0,PRAMESH KUMAR SWAIN,INR,"2,520,657",27-Jan-2026,"INR 2,520,657",60.0,Nirmal Chandra Jena,27-Jan-2026 04:42 PM,kotasingha.pdf (258.00 KB),AoC,Finance,14 nos. of bidder are participated,Sushree Behera,24-Oct-2025 11:45 AM,,BOQ Comparative Chart,"SE, RWD, BBSR",Internal,"SE, Sr. DAO, Estimator",Nirmal Chandra Jena,21-Nov-2025 07:06 PM,finsummary_555671.pdf (387.05 KB),"SE, RWD, BBSR",Internal,"SE, Sr. DAO, Estimator",Nirmal Chandra Jena,21-Nov-2025 07:01 PM,techsummary_555671.pdf (334.34 KB),AOC,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 13/2025-26,2025_CERWI_119404_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Pichukuli to Kotasingha road,Pichukuli to Kotasingha road,Please refer Tender documents. ,NA ,"29,66,000",Civil Works - Roads,NA ,Tender,90.0,60.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,"29,660",Yes,percentage,1.0%,Nil,Nil,13-Oct-2025 05:00 PM,22-Oct-2025 11:00 AM,13-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,NA ,NA ,13-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,AOC
2,3138479,ASHUTOSH BHANJA DEO,20-Oct-2025 04:16 PM,Rejected-Technical,Technically Disqualified,21-Nov-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,3135762,BISWARANJAN PRADHAN,19-Oct-2025 01:39 PM,Rejected-Technical,Technically Disqualified,21-Nov-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3130391,DHARAMA DORA,20-Oct-2025 04:34 PM,Rejected-Technical,Technically Disqualified,21-Nov-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3137614,DILLIP KUMAR SAHOO,20-Oct-2025 12:27 PM,Rejected-Finance,Not success in lottery,21-Nov-2025 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3132885,FIDA HOSEN KHAN,17-Oct-2025 04:56 PM,Rejected-Finance,Not success in lottery,21-Nov-2025 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3138373,GOPAL KRUSHNA FATESINGH,20-Oct-2025 03:23 PM,Rejected-Technical,Technically Disqualified,21-Nov-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3137580,JYOTIRANJAN BEHERA,20-Oct-2025 12:32 PM,Rejected-Finance,Not success in lottery,21-Nov-2025 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3138604,Nibas Routray,20-Oct-2025 04:57 PM,Rejected-Technical,Technically Disqualified,21-Nov-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3137882,PAPU BEHERA,20-Oct-2025 01:20 PM,Rejected-Technical,Technically Disqualified,21-Nov-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
