S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3077382.0,Upendra Bhanja Panda,INR,"42,249,129.657",Technical,VERIFIED,Arjuna Muduli,15-Sep-2025 12:56 PM,,CE RW I||RWCIRCLE-RAYAGADA,2025_CERWI_117673_1,NCB16RWCRGDA202526,Improvement of Chatrapur to Sanakaturu via Badakaturu (PWD road SH-4 at Sariapalli to Sanakaturu) in the district of Gajapati under Improvement of Existing RD Roads for the F.Y. 2024-25.,OFFICE OF THE CCE RAYAGADA,Internal,"CCE Rayagada, Executive Engineer RW Division Gajapati, DAO Gajapati, PA to CCE and AE Esitmator RW Circle Rayagada",Binod Behari Das,01-Jan-2026 12:17 PM,finsummary_551425.pdf (12213.14 KB),OFFICE OF THE CCE RAYAGADA,Internal,"CCE Rayagada, Executive Engineer RW Division Gajapati, DAO Gajapati, PA to CCE and AE Esitmator RW Circle Rayagada",Binod Behari Das,05-Nov-2025 12:49 PM,11-Nov-2025 11:00 AM,techsummary_551425.pdf (16676.04 KB),Finance,Verified.,Arjuna Muduli,12-Nov-2025 11:51 AM,finance_551425.pdf,BOQ Comparative Chart,31-Jan-2026,"INR 42,249,129.657",270.0,Binod Behari Das,31-Jan-2026 06:35 PM,Sanakaturubadakaturu.pdf (1003.00 KB),Work Awarded to Upendra Bhanja Panda,1,3070745,ALLAPA AKHIL KUMAR,12-Sep-2025 12:57 PM,Rejected-Finance,Reject,01-Jan-2026 12:17 PM,AOC,CE RW I||RWCIRCLE-RAYAGADA,NCB16RWCRGDA202526,2025_CERWI_117673_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"4,96,990",Yes,fixed,,Nil,Nil,Chief Construction Engineer,"Office of the Rural Works Circle, Rayagada at Raniguda Near Hatipathar Road",Improvement of Chatrapur to Sanakaturu via Badakaturu (PWD road SH-4 at Sariapalli to Sanakaturu) in the district of Gajapati under Improvement of Existing RD Roads for the F.Y. 2024-25.,Improvement of Chatrapur to Sanakaturu via Badakaturu (PWD road SH-4 at Sariapalli to Sanakaturu) in the district of Gajapati under Improvement of Existing RD Roads for the F.Y. 2024-25.,NA ,NA ,"4,96,99,011",Civil Works - Roads,NA ,Tender,90.0,270.0,Gajapati,761200.0,NA ,NA ,NA ,"Rural Works Circle, Rayagada",No ,No,04-Sep-2025 06:00 PM,15-Sep-2025 11:00 AM,04-Sep-2025 06:00 PM,12-Sep-2025 05:00 PM,04-Sep-2025 06:00 PM ,11-Sep-2025 05:00 PM ,04-Sep-2025 06:00 PM,12-Sep-2025 05:00 PM,11-Nov-2025 11:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Affadavit GSTIN PAN RC Annual Turnover Experience Machinery and other papers as per DTCN,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3077072,M/S S. KARUNAKAR RAO,12-Sep-2025 10:38 AM,Rejected-Finance,Reject,01-Jan-2026 12:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3077604,P VARA PRASAD,12-Sep-2025 02:34 PM,Rejected-AOC,Work Awarded to Upendra Bhanja Panda,31-Jan-2026 06:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3074314,ROUTHU SUNIL KUMAR,10-Sep-2025 07:34 PM,Rejected-Finance,Reject,01-Jan-2026 12:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3077382,Upendra Bhanja Panda,12-Sep-2025 03:59 PM,Accepted-AOC,Work Awarded to Upendra Bhanja Panda,31-Jan-2026 06:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
