Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R to N.H-53 to Gandhi Chhak Pratappur via Nuapada Kantabania Haradeipur Pratappur road for the year 2025-26,S/R to N.H-53 to Gandhi Chhak Pratappur via Nuapada Kantabania Haradeipur Pratappur road for the year 2025-26,Please refer Tender documents. ,NA ,"8,40,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Jaraka,755050.0,NA ,NA ,NA ,Jaraka,No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-KENDRAPARA||RW Division II-Jajpur,Tender Online JJPR-II-03 of 2025-26,2025_CERWI_120167_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, PAN, GSTIN, REGISTRATION CERTIFICATE",01-Nov-2025 01:00 PM,07-Nov-2025 11:00 AM,01-Nov-2025 01:00 PM,06-Nov-2025 05:00 PM,01-Nov-2025 01:00 PM ,04-Nov-2025 04:00 PM ,01-Nov-2025 01:00 PM,06-Nov-2025 05:00 PM,"8,400",Yes,fixed,,Nil,Nil,Superintending Engineer,"O/o the Superintending Engineer, Rural Works Division-II, Jajpur at Jaraka","4,000",0.0,Nil,Nil,No,AOC,Superintending Engineer,Internal,"DAO, Estimator",Puspanjali Behera,16-Dec-2025 05:11 PM,finsummary_560807.pdf (442.25 KB),Superintending Engineer,Internal,"DAO, Estimator",Puspanjali Behera,02-Dec-2025 10:08 AM,techsummary_560807.pdf (263.92 KB),1.0,3188797.0,ARPAN AGENCY,INR,"713,849",CE RW I||RWCIRCLE-KENDRAPARA||RW Division II-Jajpur,2025_CERWI_120167_13,Tender Online JJPR-II-03 of 2025-26,S/R to N.H-53 to Gandhi Chhak Pratappur via Nuapada Kantabania Haradeipur Pratappur road for the year 2025-26,1,3183914,ANIL KUMAR MOHANTY,05-Nov-2025 05:44 PM,Rejected-Finance,Not selected in the lottery,16-Dec-2025 05:11 PM,17-Dec-2025,"INR 713,849",30.0,Puspanjali Behera,30-Jan-2026 04:01 PM,103.pdf (497.00 KB),Finance,Downloaded,Puspanjali Behera,02-Dec-2025 10:06 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,"No Relation certificate, affidavit regarding correctness certificate and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3188797,ARPAN AGENCY,06-Nov-2025 01:43 PM,Accepted-AOC,Work has been awarded to M/s Arpan Agency,30-Jan-2026 04:03 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3186673,DILLIP KUMAR BEHERA,06-Nov-2025 12:44 PM,Rejected-Finance,Not selected in the lottery,16-Dec-2025 05:11 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3182331,MAHESWAR PRADHAN,04-Nov-2025 10:12 PM,Rejected-Finance,Not selected in the lottery,16-Dec-2025 05:11 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3189570,MANAS KUMAR MALIK,06-Nov-2025 03:54 PM,Rejected-Finance,Not selected in the lottery,16-Dec-2025 05:11 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3188010,UMAKANTA MUDULI,06-Nov-2025 12:01 PM,Rejected-Finance,Not selected in the lottery,16-Dec-2025 05:11 PM,,,,,,,,,,,,,AOC
