Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack","33,620",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD, PAN, Affidavit,correctness and No relation certificate",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-08/2025-26,2025_CERWI_119906_45,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to Haribhaktapur to Jerkanda road for the Year 2025-26,S/R to Haribhaktapur to Jerkanda road for the Year 2025-26,Refer tender documents ,NA ,"33,61,998",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,25-Oct-2025 09:00 AM,03-Nov-2025 11:00 AM,25-Oct-2025 09:00 AM,01-Nov-2025 05:00 PM,25-Oct-2025 09:00 AM ,31-Oct-2025 05:00 PM ,25-Oct-2025 09:00 AM,01-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Superintending Engineer,Internal,DAO and A.E (Estimators),Debipriya Mohanty,21-Dec-2025 10:39 PM,techsummary_558073.pdf (2514.67 KB),Superintending Engineer,Internal,DAO and A.E (Estimators),Debipriya Mohanty,21-Dec-2025 10:50 PM,finsummary_558073.pdf (2514.67 KB),Finance,All Bidders are accepted.,Debipriya Mohanty,22-Nov-2025 07:16 PM,,BOQ Comparative Chart,1,3164231,AMAR KUMAR MALLA,29-Oct-2025 09:31 AM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,1.0,3164840.0,Rasmi Ranjan Parija,INR,"2,858,034",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119906_45,RWD CTC-08/2025-26,S/R to Haribhaktapur to Jerkanda road for the Year 2025-26,01-Jan-2026,"INR 2,858,034",30.0,Sudhakar Naik,09-Jan-2026 11:03 AM,114.pdf (1051.00 KB),Work awarded to Rasmi Ranjan Parija vide Divisional Agreement No.114 P1 OF 2025-26,AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,3172079,AURODEEP ROUT,01-Nov-2025 01:38 PM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3154331,BANDITA BHUYAN,31-Oct-2025 01:45 PM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3162204,BHABANI SANKAR CHOUDHURY,28-Oct-2025 10:35 AM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3169691,BHAGYADHAR SETHY,31-Oct-2025 01:23 PM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3172189,BINAYAK SAMAL,01-Nov-2025 02:14 PM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3167065,CHITRASEN DAS,30-Oct-2025 11:07 AM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3172202,FIROZ KHAN,01-Nov-2025 02:28 PM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3169222,KAMALA KANTA SAHOO,31-Oct-2025 12:40 PM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3169483,LIPU KUMAR MALL,31-Oct-2025 11:13 PM,Rejected-Finance,Other than L1,21-Dec-2025 10:50 PM,,,,,,,,,,,,,,,,,AOC
