Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,24-Jan-2026 06:25 PM,techsummary_572398.pdf (4180.18 KB),1,3330519,Arvind Kumar,27-Dec-2025 01:11 AM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,24-Jan-2026,"INR 3,389,591",60.0,Srikrushna Sabar,24-Jan-2026 06:38 PM,Kpodapadar_A.pdf (950.00 KB),Agreement Drawn,1.0,3329572.0,PURNA KUMAR SAHU,INR,"3,389,591",Finance,Summary,Srikrushna Sabar,24-Jan-2026 06:17 PM,finance_572398.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,24-Jan-2026 06:31 PM,finsummary_572398.pdf (4180.18 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,2025_CERWI_123523_1,SERWKPT ONLINE 08/2025-26,L074-RD Road to K Podapadar_Road_Renewal Coat of SDBC with WMM Profile Correction_0/000 to 2/660-Bridge work,AOC,"6,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION, KORAPUT",L074-RD Road to K Podapadar_Road_Renewal Coat of SDBC with WMM Profile Correction_0/000 to 2/660-Bridge work,L074-RD Road to K Podapadar_Road_Renewal Coat of SDBC with WMM Profile Correction_0/000 to 2/660-Bridge work,NA ,NA ,"39,87,286",Civil Works - Roads,NA ,Tender,90.0,60.0,Koraput,764020.0,Superintending Engineer RWD Koraput ,Superintending Engineer RWD Koraput ,20-Dec-2025 11:00 AM ,"RURAL WORKS DIVISION, KORAPUT",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, RC, GST, PAN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",20-Dec-2025 11:00 AM,30-Dec-2025 11:00 AM,20-Dec-2025 11:00 AM,29-Dec-2025 05:30 PM,20-Dec-2025 11:00 AM ,29-Dec-2025 05:30 PM ,20-Dec-2025 11:00 AM,29-Dec-2025 05:30 PM,"39,870",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,SERWKPT ONLINE 08/2025-26,2025_CERWI_123523_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,2,3330580,Balabhadra Khillo,26-Dec-2025 07:06 PM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3333211,CHANDANA MISHRA,28-Dec-2025 09:25 AM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3331617,Damburu Guntha,27-Dec-2025 02:42 PM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3336666,DILIP KUMAR NAYAK,29-Dec-2025 01:38 PM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3332428,DURMAN MUDULI (S.T),28-Dec-2025 11:26 AM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3336085,Hari Prasad Choudhury,29-Dec-2025 04:46 PM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3334835,JITENDRA SUBUDHI,28-Dec-2025 09:01 PM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3334024,KABITA PADHI,28-Dec-2025 03:46 PM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3335109,LALIT RANJAN OJHA,29-Dec-2025 02:30 PM,Rejected-AOC,Lost in lottery,24-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
