Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput","1,03,000",Yes,fixed,,Nil,Nil,04-Jul-2025 03:00 PM,21-Jul-2025 11:00 AM,04-Jul-2025 03:00 PM,19-Jul-2025 05:00 PM,04-Jul-2025 03:00 PM ,18-Jul-2025 02:00 PM ,04-Jul-2025 03:00 PM,19-Jul-2025 05:00 PM,16-Sep-2025 11:00 AM,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 06/2025-26,2025_CERWI_115089_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"Construction of 1st Floor building at R.W.Division, Sunabeda.","Construction of 1st Floor building at R.W.Division, Sunabeda.",N.A. ,NA ,"1,02,51,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,SUNABEDA,763001.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",1.0,ICICI BANK,AOC,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda and P.A. to CCE",Rinku Nahak,01-Jan-2026 09:10 PM,finsummary_545043.pdf (1184.66 KB),CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_115089_3,CCERWCSBD Online - 06/2025-26,"Construction of 1st Floor building at R.W.Division, Sunabeda.",Technical,bidders name,Sushama Bhoi,12-Sep-2025 07:34 PM,technical_545043.pdf,1.0,3003039.0,SOUMYENDRANATH POLAI,INR,"8,714,259.23",1,3002823,Arabinda Samal,18-Jul-2025 11:28 AM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,01-Jan-2026,"INR 10,250,863.702",270.0,Rinku Nahak,01-Jan-2026 09:19 PM,AOC1STFLOORSBD.pdf (1501.00 KB),"Award of contract to Sri Soumyendranath Polai, B Class Engineering Contractor through transparency lottery system",Finance,cs,Rinku Nahak,01-Jan-2026 09:04 PM,finance_545043.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Sunabeda Estimator R.W. Circle Sunabeda",Sushama Bhoi,12-Sep-2025 07:39 PM,16-Sep-2025 11:00 AM,techsummary_545043.pdf (1562.62 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,other documents as per DTCN,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,3002525,ASHOK KUMAR PRADHAN,17-Jul-2025 05:36 PM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2998325,ASUTOSH PATRA,14-Jul-2025 08:10 PM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2998132,Banoj kumar patra,14-Jul-2025 08:29 PM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3003202,Bhagaban Khora,18-Jul-2025 02:28 PM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3003592,GUPTA PRASAD MOHAPATRA,18-Jul-2025 08:57 PM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3003128,KISHORE KUMAR PANGI,18-Jul-2025 08:23 PM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3003039,SOUMYENDRANATH POLAI,18-Jul-2025 12:52 PM,Accepted-AOC,"Award of contract to Sri Soumyendranath Polai, B Class Engineering Contractor through transparency lottery system",01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3000342,SRIKANT RAUL,18-Jul-2025 02:22 PM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3003608,SUNADHAR KHILLO,18-Jul-2025 09:29 PM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3003701,Tulsimani Rudi,19-Jul-2025 03:21 PM,Rejected-AOC,REJECT,01-Jan-2026 09:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
