Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
10-May-2025 06:55 PM,26-May-2025 11:30 AM,10-May-2025 06:55 PM,23-May-2025 05:30 PM,10-May-2025 06:55 PM ,22-May-2025 05:00 PM ,10-May-2025 06:55 PM,23-May-2025 05:30 PM,17-Jun-2025 03:00 PM,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Proof of Tender cost and EMD, Registration Certificate, PAN, GSTIN and Affidavit",Chief Construction Engineer,"Southern Circle (RnadB), Courtpeta, Berhampur, Ganjam, 760004",Construction of Canteen Cum Bar Association Hall at Chatrapur in the District of Ganjam for the year 2024-25,Building work (Composite Bid),Please refer Tender documents. ,NA ,"1,39,78,643",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Chatrapur, Ganjam",761020.0,NA ,NA ,NA ,"O/o the CCE, Southern Circle RandB, Berhampur",No ,No,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR,"CCE, SC (RandB)-BAM-2/2025-26",2025_EICCL_113313_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"1,39,800",Yes,fixed,,Nil,Nil,AOC,10-Jan-2026,"INR 11,883,245",180.0,Damodar Kaibartta,10-Jan-2026 05:01 PM,AOC_canteen_cum_Bar_Association.pdf (928.00 KB),1st lowest Sri Chandra Sekhar Pradhan through lottery,1,2926942,AMARNATH PATI,22-May-2025 10:53 PM,Rejected-AOC,Unsuccess in Lottery,10-Jan-2026 05:03 PM,Finance,Four Nos BOQ received which is under scrutiny.,P Sandhyarani,17-Jun-2025 04:35 PM,finance_539114.pdf,BOQ Comparative Chart,Chief Engineer,Internal,"EE, O/o the CCE, SC RandB, Berhampur, SE and DAO, Ganjam RandB Division No.II, Berhampur,J.E., Estr, O/o the CCE SC RandB, Berhampur",Nihar Ranjan Behera,13-Jun-2025 12:46 PM,17-Jun-2025 03:00 PM,techsummary_539114.pdf (1664.47 KB),Chief Construction,Internal,"EE, o/o the CCE SC RandB, Brhampur, SE and DAO, Ganjam-II, Berhampur, Estr, O/o the CCE SC RandB, Berhampur",Damodar Kaibartta,10-Jan-2026 04:58 PM,finsummary_539114.pdf (404.96 KB),Technical,"Seven bidders participated in this tender, received scan copy of documents which is under scrutiny.",P Sandhyarani,27-May-2025 05:36 PM,technical_539114.pdf,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR,2025_EICCL_113313_1,"CCE, SC (RandB)-BAM-2/2025-26",Construction of Canteen Cum Bar Association Hall at Chatrapur in the District of Ganjam for the year 2024-25,1.0,2926780.0,CHANDRA SEKHAR PRADHAN,INR,"11,883,245",AOC
,,,,,,,,,,,,,,,,.pdf,"Proof of ownership of machineries, lease deed, MOU other documents and forms as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,2,2926780,CHANDRA SEKHAR PRADHAN,20-May-2025 11:31 PM,Accepted-AOC,Success in Lottery,10-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2929939,RAKESH KUMAR PATRO,23-May-2025 02:54 PM,Rejected-Technical,Disqualified by the TEC as per DTCN Cl No. 113 g,13-Jun-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2930097,RANDEEP SAHU,23-May-2025 03:15 PM,Rejected-Technical,Disqualified by the TEC as per DTCN Cl No.7,13-Jun-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2929224,SASMITA PANIGRAHY,22-May-2025 09:09 PM,Rejected-Technical,Disqualified by the TEC as per DTCN Cl 10 and 113d,13-Jun-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2929337,Subham Mahapatra,22-May-2025 11:27 PM,Rejected-AOC,Unsuccess in Lottery,10-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2926735,SUJIT KUMAR NAHAK,20-May-2025 09:10 PM,Rejected-AOC,Unsuccess in Lottery,10-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
