Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Odisha Cooperative Tasar and Silk Federation LTD,VI-11(09)/SERIFED/2025-26/2182,2025_SERIF_123447_2,Yes,Open Tender,Item Rate,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,18-Dec-2025 06:00 PM,26-Dec-2025 11:30 AM,18-Dec-2025 06:00 PM,24-Dec-2025 05:00 PM,NA ,NA ,18-Dec-2025 06:00 PM,24-Dec-2025 05:00 PM,Renovation of EKAMRA BAZAR Stalls at EKAMRA HAAT Bhubaneswar,Renovation of EKAMRA BAZAR Stalls at EKAMRA HAAT Bhubaneswar,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,120.0,Bhubaneswar,751001.0,NA ,NA ,NA ,"SERIFED, Bhubaneswar",No ,No,"Managing Director, SERIFED","Office of the Managing Director, SERIFED, Saheed Nagar, Bhubaneswar-751007","33,115",Yes,fixed,,Nil,Nil,"7,080",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GSTIN, AFFIDAVIT, PAN, GST AND IT RETURN",AOC,1.0,3323353.0,DHIREN KUMAR MAHARANA,22-Dec-2025 05:25 PM,Accepted-AOC,L1 1st Lowest Rate Quoted,15-Jan-2026 03:33 PM,15-Jan-2026,"INR 3,115,760",120.0,Laxman Behera,15-Jan-2026 03:33 PM,AOCEKAMRABAZARSTALLS.pdf (544.00 KB),L1 1st Lowest Rate Quoted,"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer Civil, Accounts In-Charge, Junior Engineer Civil, Office Assistant Engg. Cell",Laxman Behera,08-Jan-2026 05:41 PM,techsummary_572233.pdf (650.31 KB),Odisha Cooperative Tasar and Silk Federation LTD,2025_SERIF_123447_2,VI-11(09)/SERIFED/2025-26/2182,Renovation of EKAMRA BAZAR Stalls at EKAMRA HAAT Bhubaneswar,"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer Civil, Accounts In-Charge, Junior Engineer Civil, Office Assistant Engg. Cell",Laxman Behera,08-Jan-2026 05:45 PM,finsummary_572233.pdf (650.31 KB),Finance,Total two nos. of bidders have participated in successfully,Laxman Behera,26-Dec-2025 12:04 PM,,BOQ Comparative Chart,1.0,3323353.0,DHIREN KUMAR MAHARANA,INR,"3,115,760.34",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,All other documents as per DTCN and Tender Criterion,AOC,2.0,3323262.0,SANJITA OJHA,22-Dec-2025 04:57 PM,Rejected-AOC,L2 2nd Lowest Rate Quoted,15-Jan-2026 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
