Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||GUDVELLA Block,PS-GVL-02 OF 2025-26,2025_PRBGD_115395_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of 50 MT Godown and Office Building at Jamut PACS,Construction of 50 MT Godown and Office Building at Jamut PACS,Please refer Tender documents. ,NA ,"25,93,728",Civil Works - Buildings,NA ,Tender,90.0,180.0,Jamut,767046.0,NA ,NA ,NA ,"Panchayat Samiti Office, Gudvella",No ,No,"BDO, GUDVELLA","Panchayat Samiti Office, Gudvella","6,000",Nil,Nil,No,11-Jul-2025 10:30 AM,31-Jul-2025 11:00 AM,11-Jul-2025 10:30 AM,30-Jul-2025 05:30 PM,11-Jul-2025 10:30 AM ,29-Jul-2025 05:30 PM ,11-Jul-2025 10:30 AM,30-Jul-2025 05:30 PM,"25,937",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD,Registration Certificate, GST.PAN, Affidavit",AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||GUDVELLA Block,2025_PRBGD_115395_3,PS-GVL-02 OF 2025-26,Construction of 50 MT Godown and Office Building at Jamut PACS,BDOGudvella,Internal,AEE,TANKADHAR KALO,22-Jan-2026 01:48 PM,finsummary_545669.pdf (1731.01 KB),Finance,successfully uploaded,TANKADHAR KALO,20-Jan-2026 04:29 PM,finance_545669.pdf,BOQ Comparative Chart,1.0,3015231.0,GITANJALI PADHAN,INR,"2,204,928.43",22-Jan-2026,"INR 2,204,928.43",180.0,TANKADHAR KALO,22-Jan-2026 02:01 PM,jamutpacs.pdf (1731.00 KB),Construction of 50 MT Godown and Office Building at Jamut PACS,1,3018293,ALOK KUMAR DANG,30-Jul-2025 03:48 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Schedule A not submitted.,20-Jan-2026 04:29 PM,BDOGudvella,Internal,AEE,TANKADHAR KALO,22-Jan-2026 01:37 PM,techsummary_545669.pdf (1731.01 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3004506,AMIT KUMAR JAIN,19-Jul-2025 08:07 PM,Rejected-AOC,accepted,22-Jan-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3008485,ASWINI KUMAR DORA,22-Jul-2025 01:28 PM,Rejected-AOC,accepted,22-Jan-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3015231,GITANJALI PADHAN,28-Jul-2025 03:39 PM,Accepted-AOC,accepted,22-Jan-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3000391,Madan Nayak,29-Jul-2025 09:51 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Schedule A and C not submitted.,20-Jan-2026 04:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3017638,SHASHI BHUSAN PRAHARAJ,30-Jul-2025 12:39 PM,Rejected-AOC,accepted,22-Jan-2026 02:01 PM,,,,,,,AOC
