Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
10-Sep-2025 10:00 AM,04-Oct-2025 11:00 AM,10-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,10-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,PREPARTION OF COMPREHENSIVE DRAINAGE MASTER PLAN AND DPR FOR STROM WATER DRAINAGE SYSTEM OF KHALLIKOTE NAC,PREPARTION OF COMPREHENSIVE DRAINAGE MASTER PLAN AND DPR FOR STROM WATER DRAINAGE SYSTEM OF KHALLIKOTE NAC,Please refer Tender documents. ,NA ,,Consultancy Services,NA ,Tender,120.0,180.0,KHALLIKOTE NAC,761030.0,NA ,NA ,NA ,"KHALLIKOTE NAC OFFICE, KHALLIKOTE",No ,No,Municipal Bodies||Khallikote NAC,KIT-NAC-01/2025-26,2025_ORULB_117821_1,Yes,Open Tender,Percentage,Services,1.0,No,No,Offline,No,No,No,EO NAC KHALLIKOTE,AT KHALLIKOTE NAC BUILDING PO KHALLIKOTE,"40,000",Yes,fixed,,"EXECUTIVE OFFICER, NAC KHALLIKOTE",KHALLIKOTE,1,DD - Demand Draft,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,"EXECUTIVE OFFICER, NAC KHALLIKOTE",KHALLIKOTE,No,AOC,NIRANJAN BEHERA CHAIRPERSON NAC KHALLIKOTE,Internal,EO AE JE ACCOUNTANT HEAD ASST,Sandeep Khadanga,29-Dec-2025 06:02 PM,finsummary_551925.pdf (263.41 KB),Municipal Bodies||Khallikote NAC,2025_ORULB_117821_1,KIT-NAC-01/2025-26,PREPARTION OF COMPREHENSIVE DRAINAGE MASTER PLAN AND DPR FOR STROM WATER DRAINAGE SYSTEM OF KHALLIKOTE NAC,1.0,3101025.0,ALL INDIA INSTITUTE OF LOCAL SELF GOVERNMENT,INR,"251,000",Finance,Four Numbers of bidder participated in this Bid. All are submitted their documents both online and offline.,Sandeep Khadanga,03-Dec-2025 02:20 PM,finance_551925.pdf,BOQ Comparative Chart,1.0,3101025.0,ALL INDIA INSTITUTE OF LOCAL SELF GOVERNMENT,26-Sep-2025 03:00 PM,Accepted-AOC,Awarded of the contract after technical and financial evaluation,09-Jan-2026 03:39 PM,06-Jan-2026,"INR 251,000",180.0,Sandeep Khadanga,09-Jan-2026 03:39 PM,WORKORDER.pdf (317.00 KB),"Work Order for â€œPreparation of Comprehensive Drainage Master Plan and DPR for Storm Water Drainage System of Khallikote NAC, in the district of Ganjam, Odisha.â€",NIRANJAN BEHERA CHAIRPERSON NAC KHALLIKOTE,Internal,EXECUTIVE OFFICER ASST ENGINEER JUNIOR ENGINEER HEAD ASSISTANT ACCOUNTANT,Sandeep Khadanga,17-Dec-2025 02:00 PM,techsummary_551925.pdf (505.77 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,3077625.0,Ecometrix Consultants Pvt. Ltd.,26-Sep-2025 11:55 AM,Rejected-AOC,low score,09-Jan-2026 03:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3.0,3099230.0,mars planning & engineering services pvt ltd,26-Sep-2025 03:15 PM,Rejected-AOC,low score,09-Jan-2026 03:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4.0,3095582.0,Snow Fountain Consultants,23-Sep-2025 07:11 PM,Rejected-Technical,DID NOT SECURE MORE THAN 70 PERCENTAGE IN TECHNICAL PROPOSAL,17-Dec-2025 02:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,TD- Term Deposit,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
