Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Managing Director, SERIFED","Office of the Managing Director, SERIFED, Saheed Nagar, Bhubaneswar-751007","11,800",Nil,Nil,No,1.0,ICICI BANK,"51,315",Yes,fixed,,Nil,Nil,Odisha Cooperative Tasar and Silk Federation LTD,VI-11(08)/SERIFED/2025-26/2063,2025_SERIF_122281_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,29-Nov-2025 06:55 PM,13-Dec-2025 11:30 AM,29-Nov-2025 06:55 PM,12-Dec-2025 05:00 PM,NA ,NA ,29-Nov-2025 06:55 PM,12-Dec-2025 05:00 PM,22-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,"RC, GSTIN, AFFIDAVIT, PAN, GST AND IT RETURN",Renovation of Hostel Block of SIDAC at Gandamunda Bhubaneswar,Renovation of Hostel Block of SIDAC at Gandamunda Bhubaneswar,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,120.0,"Gandamunda, Bhubaneswar",751020.0,NA ,NA ,NA ,"SERIFED, Bhubaneswar",No ,No,AOC,Odisha Cooperative Tasar and Silk Federation LTD,2025_SERIF_122281_2,VI-11(08)/SERIFED/2025-26/2063,Renovation of Hostel Block of SIDAC at Gandamunda Bhubaneswar,Technical,Total Two nos. of bidders have participated,Laxman Behera,15-Dec-2025 12:11 PM,,"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer Civil, Accounts In-Charge, Junior Engineer Civil, Office Assistant Engg. Cell",Laxman Behera,05-Jan-2026 05:25 PM,finsummary_568254.pdf (1279.18 KB),1.0,3284819.0,DHIREN KUMAR MAHARANA,INR,"4,964,756.29",1.0,3284819.0,DHIREN KUMAR MAHARANA,08-Dec-2025 04:51 PM,Accepted-AOC,L1 1st Lowest Rate Quoted,08-Jan-2026 05:20 PM,08-Jan-2026,"INR 4,964,756.29",120.0,Laxman Behera,08-Jan-2026 05:20 PM,AOCHOSTELBLOCK.pdf (588.00 KB),L1 1st Lowest Rate Quoted,"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer, Accounts I/C SERIFED, Junior Engineer SERIFED, Office Assistant (C)",Laxman Behera,22-Dec-2025 04:11 PM,22-Dec-2025 05:00 PM,techsummary_568254.pdf (611.70 KB),Finance,Total two nos. of bidders have participated in financial bid successfully,Laxman Behera,22-Dec-2025 05:55 PM,,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,All other documents as per DTCN and Tender Criterion,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,3289375.0,M/s SHIVOM ELECTRICALS AND ENGINEERING,08-Dec-2025 03:47 PM,Rejected-AOC,L2 2nd Lowest Rate Quoted,08-Jan-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
