S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Correction of EMD,Fee,,"10,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION, MALKANGIRI",1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"03/RWD-I,MKG/2025-26",2025_CERWI_121142_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Special Repair to Gangala - Kamalapadar Road (Boxcell Culvert) in the District of Malkangiri for the year 2025-26,Special Repair to Gangala - Kamalapadar Road (Boxcell Culvert) in the District of Malkangiri for the year 2025-26,NA ,NA ,"63,81,205",Civil Works - Roads,NA ,Tender,90.0,60.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MALKANGIRI",No ,No,12-Nov-2025 09:00 AM,25-Nov-2025 11:00 AM,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,12-Nov-2025 09:00 AM ,21-Nov-2025 05:00 PM ,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,08-Dec-2025 11:00 AM,"53,780",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE",AOC,02-Jan-2026,"INR 5,424,662.589",60.0,Satya Narayan Behera,02-Jan-2026 07:13 AM,01.PDF (1030.00 KB),Work Order,1,3247617,Aryan Tawari,24-Nov-2025 10:52 AM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Sujata Dishari,06-Dec-2025 07:29 PM,08-Dec-2025 11:00 AM,techsummary_563597.pdf (733.54 KB),Finance,summary,Satya Narayan Behera,02-Jan-2026 06:58 AM,finance_563597.pdf,BOQ Comparative Chart,Technical,Summary,Sujata Dishari,06-Dec-2025 07:24 PM,technical_563597.pdf,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2025_CERWI_121142_1,"03/RWD-I,MKG/2025-26",Special Repair to Gangala - Kamalapadar Road (Boxcell Culvert) in the District of Malkangiri for the year 2025-26,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,02-Jan-2026 07:08 AM,finsummary_563597.pdf (1663.13 KB),1.0,3247166.0,PRASANJIT MONDAL,INR,"5,424,662.589",AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,2,3247432,B Sasmita,23-Nov-2025 06:02 PM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3248803,Dilip Somani,24-Nov-2025 12:41 PM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3247507,GITANJALI PADHAN,23-Nov-2025 11:44 AM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3251243,GOBINDA PAUL,24-Nov-2025 04:06 PM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3242239,GOLLECHA DEBENDRA KUMAR JAIN,23-Nov-2025 12:12 PM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3249572,GOURI SANKAR PANDA,24-Nov-2025 11:44 AM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3246184,JANBI CONSTRUCTION,22-Nov-2025 05:59 PM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3246225,JAYANTA MANDAL,22-Nov-2025 01:18 PM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3243974,KIRAN SWAIN,21-Nov-2025 01:10 PM,Rejected-Finance,Not Selected in Transparent Lottery,02-Jan-2026 07:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
