Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3114710,HITESH KUMAR PRUSTY,07-Oct-2025 06:18 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3120503,HITESWARI PRIYADARSINI BEHERA,09-Oct-2025 04:58 PM,Accepted-AOC,1ST LOWEST,31-Jan-2026 03:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3115913,IPSITA MOHAPATRA,08-Oct-2025 12:35 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3104603,JAGABANDHU JENA,01-Oct-2025 04:42 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3114169,JAGANNATH DAS,07-Oct-2025 01:34 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3116002,JANAKILATA SAHOO,08-Oct-2025 01:06 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3119013,JANMEJAY DAS,09-Oct-2025 11:33 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3119688,JAY MAA BIRAJA CONSTRUCTION & SUPPLIERS PROP ASWINI KUMAR NAYAK,09-Oct-2025 01:59 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3118299,JHUMALATA MALIK,09-Oct-2025 12:17 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3117780,JYOTI BHARATI SETHY,08-Oct-2025 07:44 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3113394,KABIRANJAN SAHOO,08-Oct-2025 08:18 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3117148,MADHUSMITA JENA,09-Oct-2025 02:25 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3119655,MADHUSMITA SAHOO,09-Oct-2025 01:58 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3113501,MADHU SUDAN SAHOO,07-Oct-2025 11:19 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3119931,MANIRAJ SETHI,09-Oct-2025 02:56 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3117669,MANOJ DAS,09-Oct-2025 05:55 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3120194,MANOJ KUMAR PANDA,09-Oct-2025 04:07 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3117194,Manoranjan Mohanty,08-Oct-2025 05:32 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3114577,Manoranjan Senapati,07-Oct-2025 06:54 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3118808,MANTU JENA,09-Oct-2025 10:24 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3113512,MINATI PANDA,07-Oct-2025 01:25 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3114137,M/s. Shantiram Agency,09-Oct-2025 12:42 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3112349,Namita Mohapatra,06-Oct-2025 02:44 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3120259,NANDU CHARAN JENA,09-Oct-2025 04:32 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3120118,NILAMANI SAHOO,09-Oct-2025 03:31 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3120322,Niranjan Barik,09-Oct-2025 04:27 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3114264,PRAFULLA KUMAR SETHI,07-Oct-2025 05:17 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3115367,PRAKASH GHADEI,08-Oct-2025 01:42 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3120145,PRAMILA BEHERA,09-Oct-2025 04:32 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3120427,PRANANATH SETHY,09-Oct-2025 04:41 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3107661,PRASANJIT PANDA,03-Oct-2025 07:26 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3118103,PRASANNA KUMAR JENA,08-Oct-2025 09:37 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3119408,Pravatilata Rout,09-Oct-2025 01:17 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3118529,PRIYABRATA SAHOO,09-Oct-2025 03:16 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3115031,RABINDRA KUMAR MALLICK,08-Oct-2025 03:49 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3119994,Rabindra Kumar Patra,09-Oct-2025 03:14 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3110315,RAJASHREE CHAKRA,04-Oct-2025 11:12 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3114092,RAJKISHORE DAS,07-Oct-2025 01:13 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3110149,RANJAN KUMAR JENA,04-Oct-2025 07:58 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3104402,RASMI RANJAN PATRA,01-Oct-2025 01:39 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3119343,SABITA MALIK,09-Oct-2025 01:58 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3112794,Sabita Rani Mallick,07-Oct-2025 06:23 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3102553,SAFALYA KUMAR PADHI,29-Sep-2025 12:27 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3101774,SANJAYA KUMAR JENA,28-Sep-2025 10:35 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3115016,SANJIP KUMAR SINGH,07-Oct-2025 08:13 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3109829,SANYASI KUMAR GHADEI,04-Oct-2025 04:58 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3119010,SARADA PRASANNA KAR,09-Oct-2025 11:29 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3118577,SARAT KUMAR SETHI,09-Oct-2025 09:53 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3105565,SARAT NAYAK,02-Oct-2025 02:18 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3119057,SAROJINI ROUT,09-Oct-2025 12:37 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3113971,Satyabrata Behera,08-Oct-2025 02:58 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3112137,SATYABRATA SETHY,07-Oct-2025 11:33 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3118889,Shreya Constrotech,09-Oct-2025 10:49 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3102717,SHRIKANTA KUMAR PATRA,29-Sep-2025 01:57 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3101930,SOUBHAGYA RANJAN DAS,28-Sep-2025 01:25 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3116208,Sri Jagannath Agency and Consultancy Service,09-Oct-2025 12:06 AM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,3120027,S S CROP AND CONSTRUCTION,09-Oct-2025 05:14 PM,Rejected-Finance,Rejected,15-Nov-2025 08:09 PM,,,,,,,AOC
