Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,DTCN,"16,500",Yes,fixed,,Nil,Nil,Construction of Retaining Wall PWD Culvert to krushak Bazar Culvert in Ward No-07 of NAC Odagaon,Construction of Retaining Wall PWD Culvert to krushak Bazar Culvert in Ward No-07 of NAC Odagaon,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,60.0,NAC ODAGAON,752081.0,NA ,NA ,NA ,NAC ODAGAON,No ,No,EXECUTIVE OFFICER,"NAC Office, Odagaon, Nayagahr, Pin-752081",01-Dec-2025 11:00 AM,09-Dec-2025 11:00 AM,01-Dec-2025 11:00 AM,08-Dec-2025 05:00 PM,01-Dec-2025 11:00 AM ,08-Dec-2025 05:00 PM ,01-Dec-2025 11:00 AM,08-Dec-2025 05:00 PM,12-Dec-2025 12:05 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Odagaon NAC,NAC-ODG-05/2025-26,2025_ORULB_122184_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Tender Opened by Tender Committee.,Nihar Ranjan Behera,09-Dec-2025 01:58 PM,,Municipal Bodies||Odagaon NAC,2025_ORULB_122184_1,NAC-ODG-05/2025-26,Construction of Retaining Wall PWD Culvert to krushak Bazar Culvert in Ward No-07 of NAC Odagaon,Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,22-Jan-2026 02:45 PM,finsummary_567890.pdf (1456.27 KB),1.0,3288740.0,SANDEEP KUMAR MAHAPATRA,INR,"1,398,342.89",22-Jan-2026,"INR 1,398,342.89",60.0,Nihar Ranjan Behera,22-Jan-2026 02:53 PM,33.pdf (260.00 KB),1,3289776,AMRIT PRIYADARSHAN PANDA,08-Dec-2025 04:13 PM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,Administrator,Internal,E.O and Team,Nihar Ranjan Behera,12-Dec-2025 11:58 AM,12-Dec-2025 12:05 PM,techsummary_567890.pdf (951.53 KB),Finance,Tender Opened by Tender Committee,Nihar Ranjan Behera,12-Dec-2025 01:12 PM,,BOQ Comparative Chart,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3283044,BIPIN KUMAR NAYAK,08-Dec-2025 12:36 PM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3288652,DILLIP KUMAR PADHI,08-Dec-2025 01:29 PM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3288177,JOCHANARANI PATI,08-Dec-2025 12:02 PM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3289980,K SATYAJIT SENAPATI,08-Dec-2025 04:43 PM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3287875,MAMATA PATRA,08-Dec-2025 10:40 AM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3288946,PANU SETHI,08-Dec-2025 03:42 PM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3289425,PRAVATI SAHOO,08-Dec-2025 03:41 PM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3286393,PRITAM PATRA,07-Dec-2025 05:17 PM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3288065,PRIYARANJAN BHATTA,08-Dec-2025 11:27 AM,Rejected-Finance,As per evaluation by Tender Committee,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,AOC
