S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,AMENDMENT NOTICE,Other,,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jharsuguda,2240 dt. 04.07.2025,2025_OSCSC_115351_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"5,900",0.0,Nil,Nil,No,"1,00,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Level-II Transport Contractor Brlpahar MPL,1,ICICI BANK,09-Jul-2025 06:00 PM,29-Jul-2025 11:00 AM,09-Jul-2025 06:00 PM,28-Jul-2025 05:30 PM,09-Jul-2025 06:00 PM ,28-Jul-2025 05:00 PM ,09-Jul-2025 06:00 PM,28-Jul-2025 05:30 PM,07-Aug-2025 11:30 AM,Level-II Transport Contractor of Custom Milled Rice CMR from RRC to Retail Centre FPS under OSCSC Ltd in Jharsuguda for the biennial 2025-27 Belphar MPL,Level-II Transport Contractor of Custom Milled Rice CMR from RRC to Retail Centre FPS under OSCSC Ltd in Jharsuguda for the biennial 2025-27Belpahar MPL,Level-II Transport Contractor of Custom Milled Rice CMR from RRC to Retail Centre FPS under OSCSC Ltd in Jharsuguda for the biennial 2025-27Belpahar MPL ,NA ,0.0,Handling and Transportation,NA ,Tender,610.0,NA ,"OFFICE OF THE CSO-cum-DISTRICT MANAGER, JHARSUGUDA",768204.0,"OFFICE OF THE CSO-cum-DISTRICT MANAGER, JHARSUGUDA ","OFFICE OF THE CSO-cum-DISTRICT MANAGER, JHARSUGUDA ",16-Jul-2025 11:00 AM ,"MINI CONFERENCE HALL OF COLLECTORATE , JHARSUGUDA",No ,No,"CSO-CUM-DISTRICT MANAGER, OSCSC LTD., JHARSUGUDA","OFFICE OF THE CSO-cum-DISTRICT MANAGER, JHARSUGUDA",AOC,1,3005595,ASHOK KUMAR LODHA,28-Jul-2025 10:29 AM,Accepted-AOC,AWARDED,30-Jan-2026 04:13 PM,30-Jan-2026,INR 34,427.0,Durga Charan Beshra,30-Jan-2026 04:13 PM,BELMPL.pdf (554.00 KB),AWARDED,COLLECTOR JHARSUGUDA,Internal,RTO JHARSUGUDA DLO JHARSUGUDA DSWO JHARSUGUDA CSO JHARSUGUDA,Durga Charan Beshra,06-Aug-2025 06:17 PM,07-Aug-2025 11:30 AM,techsummary_545577.pdf (816.12 KB),Finance,FINANCIAL BID OPEN,Durga Charan Beshra,30-Jan-2026 03:58 PM,finance_545577.pdf,BOQ Comparative Chart,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jharsuguda,2025_OSCSC_115351_1,2240 dt. 04.07.2025,Level-II Transport Contractor of Custom Milled Rice CMR from RRC to Retail Centre FPS under OSCSC Ltd in Jharsuguda for the biennial 2025-27 Belphar MPL,Technical,TENDER DOCUMENT SUBMITTED,Durga Charan Beshra,06-Aug-2025 06:14 PM,technical_545577.pdf,COLLECTOR,Internal,RTO DLO DSWO CSO JHARSUGUDA,Durga Charan Beshra,30-Jan-2026 04:04 PM,finsummary_545577.pdf (937.41 KB),1.0,3005595.0,ASHOK KUMAR LODHA,INR,34.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3005619,JAI BAJRANGBALI TRANSPORT,27-Jul-2025 10:04 PM,Rejected-Finance,REJECTED,30-Jan-2026 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
