Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,28-Jan-2026 06:01 PM,techsummary_563579.pdf (665.47 KB),1,3235396,AMARESWARA SATAPATHY,18-Nov-2025 02:31 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,28-Jan-2026,"INR 2,856,974",30.0,Sarita Kumari Charchi,28-Jan-2026 06:26 PM,wo.pdf (406.00 KB),72P1/2025-26,1.0,3235811.0,PABITRA PATTANAYAK,INR,"2,856,974",Finance,Bid Opening Summary,Sarita Kumari Charchi,28-Jan-2026 05:48 PM,finance_563579.pdf,BOQ Comparative Chart,"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer(Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,28-Jan-2026 06:14 PM,finsummary_563579.pdf (1236.98 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2025_CERWI_121124_1,Online/12/SERWD-1/25-26,SR to Pustapur PWD Road to Talapada Road,AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN",SR to Pustapur PWD Road to Talapada Road,SR to Pustapur PWD Road to Talapada Road,NA ,NA ,"33,61,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-I, GANJAM, BERHAMPUR",No ,No,12-Nov-2025 05:00 PM,20-Nov-2025 11:30 AM,12-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM,12-Nov-2025 05:00 PM ,18-Nov-2025 03:00 PM ,12-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,Online/12/SERWD-1/25-26,2025_CERWI_121124_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"E.E., R.W. Division-I, Ganjam, Berhampur","O/o the S.E., R.W. Division No.-I, In-front of De-paul School, Engineering School Road, Ganjam, Berhampur, 760010","33,610",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3238627,AMARNATH DASH,19-Nov-2025 03:57 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3236035,ANIL KUMAR SWAIN,18-Nov-2025 05:56 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3236176,AUROBINDA PRADHAN,18-Nov-2025 06:40 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3236130,BALARAM GOUDA,18-Nov-2025 06:21 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3235243,BANAMALI MAHAR,18-Nov-2025 02:03 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3238697,CHANDAN KUMAR NAHAK,19-Nov-2025 04:19 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3235447,DIPAK KUMAR SAHU,18-Nov-2025 02:55 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3237795,GANESWAR MISHRA,19-Nov-2025 01:11 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3229514,GOURANGA CHARAN SAHU,16-Nov-2025 03:32 PM,Rejected-AOC,After drawal of lottery,28-Jan-2026 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
