Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,"54,620",Yes,fixed,,Nil,Nil,Special Repair to Link road to MV.2 to MV.1 road (Boxcell Culvert) in the District of Malkangiri for the year 2025-26,Special Repair to Link road to MV.2 to MV.1 road (Boxcell Culvert) in the District of Malkangiri for the year 2025-26,NA ,NA ,"64,81,186",Civil Works - Roads,NA ,Tender,90.0,60.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MALKANGIRI",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE",1.0,Correction of EMD,Fee,,Divisional Officer,"RURAL WORKS DIVISION, MALKANGIRI",12-Nov-2025 09:00 AM,25-Nov-2025 11:00 AM,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,12-Nov-2025 09:00 AM ,21-Nov-2025 05:00 PM ,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,08-Dec-2025 11:00 AM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"03/RWD-I,MKG/2025-26",2025_CERWI_121144_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,04-Jan-2026,"INR 5,509,655.893",60.0,Satya Narayan Behera,04-Jan-2026 04:50 PM,128.PDF (1002.00 KB),Work Order,1,3247607,Aryan Tawari,24-Nov-2025 10:56 AM,Rejected-Finance,Not Selected in Transparent Lottery,04-Jan-2026 04:47 PM,Finance,summary,Satya Narayan Behera,04-Jan-2026 04:38 PM,finance_563599.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Sujata Dishari,06-Dec-2025 06:40 PM,08-Dec-2025 11:00 AM,techsummary_563599.pdf (705.70 KB),Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,04-Jan-2026 04:47 PM,finsummary_563599.pdf (1613.18 KB),Technical,summary,Sujata Dishari,06-Dec-2025 06:34 PM,technical_563599.pdf,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2025_CERWI_121144_1,"03/RWD-I,MKG/2025-26",Special Repair to Link road to MV.2 to MV.1 road (Boxcell Culvert) in the District of Malkangiri for the year 2025-26,1.0,3247437.0,B Sasmita,INR,"5,509,655.893",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3235726,BISWAJIEET MONDAL,18-Nov-2025 04:02 PM,Rejected-Finance,Not Selected in Transparent Lottery,04-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3247437,B Sasmita,23-Nov-2025 06:03 PM,Accepted-AOC,Selected in Transparent Lottery,04-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3248762,Dilip Somani,24-Nov-2025 01:14 PM,Rejected-Finance,Not Selected in Transparent Lottery,04-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3247501,GITANJALI PADHAN,23-Nov-2025 11:36 AM,Rejected-Finance,Not Selected in Transparent Lottery,04-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3242210,GOLLECHA DEBENDRA KUMAR JAIN,23-Nov-2025 12:15 PM,Rejected-Finance,Not Selected in Transparent Lottery,04-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3249562,GOURI SANKAR PANDA,24-Nov-2025 11:40 AM,Rejected-Finance,Not Selected in Transparent Lottery,04-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3250109,Hari Prasad Choudhury,24-Nov-2025 04:03 PM,Rejected-Finance,Not Selected in Transparent Lottery,04-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3245738,Himanshu Sekhar Nayak,24-Nov-2025 03:26 AM,Rejected-Finance,Not Selected in Transparent Lottery,04-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3246075,JANBI CONSTRUCTION,22-Nov-2025 06:08 PM,Rejected-Finance,Not Selected in Transparent Lottery,04-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
