Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,11,3208906,DHARMANANDA MALLIK,10-Nov-2025 04:52 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,12,3209300,DIPTIRANJAN PATRA,10-Nov-2025 06:18 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,13,3198809,GANESH KUMAR SWAIN,08-Nov-2025 07:23 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,14,3217176,GORACHAND PATRA,12-Nov-2025 01:43 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,15,3205265,GYANA RANJAN NAYAK,10-Nov-2025 10:27 AM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,16,3216695,JITENDRA KUMAR UPADHYAYA,12-Nov-2025 12:36 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,17,3188465,JYOTI RANJAN PATTANAIK,06-Nov-2025 03:26 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,18,3201123,JYOTIRANJAN SAHOO,09-Nov-2025 12:53 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,19,3215221,KIRAN KUMAR SATAPATHY,11-Nov-2025 09:32 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,20,3216444,LITUN KUMAR LUHA,12-Nov-2025 11:59 AM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,21,3217158,LOKANATH SAHOO,12-Nov-2025 01:40 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,22,3215635,MAHAVIR BHOL,12-Nov-2025 08:07 AM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,23,3218337,MANAS RANJAN BISWAL,12-Nov-2025 05:37 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,24,3214226,MANOJ KABI,11-Nov-2025 05:08 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,25,3217501,MANORANJAN RAUT,12-Nov-2025 02:49 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,26,3197678,MILLY SAHOO,08-Nov-2025 03:22 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,27,3211940,MRUTUNJAY SAHOO,11-Nov-2025 12:10 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,28,3178703,"M/S. SHREE AGENCIES,PROP.- SUBHASIS JENA",10-Nov-2025 04:30 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,29,3214584,NIRANJAN JENA,11-Nov-2025 06:20 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,30,3195716,PABITRA KUMAR PARIDA,08-Nov-2025 12:28 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,31,3190876,PRADOSH KUMAR SWAIN,12-Nov-2025 04:28 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,32,3217866,PRAGYAN PARAMITA PARIDA,12-Nov-2025 03:49 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,33,3217664,PRAJYOLITA NAYAK,12-Nov-2025 03:23 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,34,3209543,PRAMESH KUMAR SWAIN,10-Nov-2025 07:02 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,35,3177085,PRIYABRATA JENA,07-Nov-2025 10:45 AM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,36,3217376,PRIYANKA PRIYADARSINI PATRA,12-Nov-2025 02:28 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,37,3215406,PRIYANKA SWAIN,11-Nov-2025 10:18 PM,Accepted-AOC,Winner of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,38,3201554,PRUTHI RANJAN NAYAK,09-Nov-2025 01:49 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,39,3217317,PURURABA HARICHANDAN,12-Nov-2025 02:07 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,40,3215275,RAJESH KUMAR GIRI,11-Nov-2025 09:40 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,41,3216582,Rakesh Kumar Paschimakabat,12-Nov-2025 12:37 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,42,3201937,RANJAN KUMAR SRICHANDAN,09-Nov-2025 03:33 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,43,3217313,RITESH PATHAK,12-Nov-2025 02:27 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,44,3217231,SAHIL KHAN,12-Nov-2025 01:54 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,45,3200160,SAMBHAB SAMANTRAY,10-Nov-2025 06:57 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,46,3209848,SANGRAM MOHANTY,11-Nov-2025 09:41 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,47,3217272,SANTOSH KUMAR PANDA,12-Nov-2025 04:44 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,48,3217685,SATYABRATA SWAIN,12-Nov-2025 03:22 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,49,3216869,SATYA RANJAN BALIARSINGH,12-Nov-2025 05:40 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,50,3216402,SHIBANI SANKAR ACHARYA,12-Nov-2025 11:54 AM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,51,3217893,SHUBHAM SHUNDARAMA,12-Nov-2025 03:53 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,52,3208786,SURENDRA KUMAR MAHAKUDA,12-Nov-2025 02:07 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,53,3193272,SUSANT KUMAR SAHOO,07-Nov-2025 01:00 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,54,3190755,SUVENDU KUMAR MOHANTY,06-Nov-2025 07:16 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,55,3211169,SWATI PRADHAN,11-Nov-2025 07:23 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,56,3216424,TAPAN KUMAR JENA,12-Nov-2025 12:01 PM,Rejected-AOC,Looser of transparent lottery,27-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
