Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"6,000",0.0,Nil,Nil,No,1,ICICI BANK,"19,900",Yes,fixed,,Nil,Nil,Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,"Construction of Road and drain near Daniel School towards Bhoot Bangla, Brajrajnagar.",Road and Drain,Please refer Tender documents ,NA ,"19,90,000",Civil Works - Others,NA ,Tender,90.0,90.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents of this DTCN",27-Mar-2025 06:00 PM,08-Apr-2025 11:00 AM,27-Mar-2025 06:00 PM,07-Apr-2025 05:00 PM,NA ,NA ,27-Mar-2025 06:00 PM,07-Apr-2025 05:00 PM,Municipal Bodies||Brajrajnagar Municipality,BRJNRM-07/2024-25,2025_ORULB_111970_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Junior Engineer, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,13-Jan-2026 10:55 AM,techsummary_534605.pdf (303.78 KB),"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Junior Engineer, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,13-Jan-2026 11:02 AM,finsummary_534605.pdf (303.79 KB),Finance,ok,Chandramani Swain,06-May-2025 07:42 AM,finance_534605.pdf,BOQ Comparative Chart,1,2877562,DILESWAR NAIK,07-Apr-2025 07:57 AM,Rejected-AOC,Rejected,13-Jan-2026 11:12 AM,Municipal Bodies||Brajrajnagar Municipality,2025_ORULB_111970_20,BRJNRM-07/2024-25,"Construction of Road and drain near Daniel School towards Bhoot Bangla, Brajrajnagar.",1.0,2877482.0,JAI MAA RAM CHANDI TRADERS,INR,"1,658,759.17",13-Jan-2026,"INR 1,990,000",90.0,Chandramani Swain,13-Jan-2026 11:12 AM,20.pdf (304.00 KB),AOC
,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2877482,JAI MAA RAM CHANDI TRADERS,07-Apr-2025 11:45 AM,Accepted-AOC,Accepted,13-Jan-2026 11:12 AM,,,,,,,,,,,,,,,,AOC
