Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
10-Nov-2025 09:00 AM,17-Nov-2025 10:00 AM,10-Nov-2025 09:00 AM,15-Nov-2025 05:00 PM,10-Nov-2025 09:00 AM ,14-Nov-2025 01:00 PM ,10-Nov-2025 09:00 AM,15-Nov-2025 05:00 PM,S.R to Thana office Building at Borigumma for the year 2025-26.,S.R to Thana office Building at Borigumma for the year 2025-26.,NA ,NA ,"4,98,040",Civil Works - Buildings,NA ,Tender,90.0,30.0,Koraput,764001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JEYPORE",No ,No,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN, TCN, Affidavit GSTIN, PAN, License",CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,Online-04/2025-26/EE,2025_CERWI_121017_1,No,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, JEYPORE","4,980",Yes,fixed,,Nil,Nil,1.0,1st Corrigendum,Date,,AOC,EE,Internal,,Jelin Sheela Kerkatta,22-Jan-2026 05:33 PM,finsummary_563042.pdf (779.61 KB),CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,2025_CERWI_121017_1,Online-04/2025-26/EE,S.R to Thana office Building at Borigumma for the year 2025-26.,1.0,3225073.0,SURESH CHANDRA NAIK,INR,"423,384",Finance,13nos of valid tenderers,Debashis Mandal,18-Nov-2025 01:56 PM,finance_563042.pdf,BOQ Comparative Chart,22-Jan-2026,"INR 423,384",30.0,Jelin Sheela Kerkatta,22-Jan-2026 05:39 PM,wothanaborigumma.pdf (624.00 KB),Suresh Chandra Naik,1,3223743,AKASH BISSOI,14-Nov-2025 11:33 AM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,EE,Internal,,Jelin Sheela Kerkatta,22-Jan-2026 05:16 PM,techsummary_563042.pdf (972.57 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3224337,ANANDA MAHAPATRA,14-Nov-2025 01:12 PM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3227777,BHARAT HARIJAN,15-Nov-2025 03:49 PM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3222902,CHINMAYA RANJAN SAHU,14-Nov-2025 02:19 PM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3221305,DAMBRU DHAR NAYAK,13-Nov-2025 06:38 PM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3227127,FAHIM AKBAR KHAN,15-Nov-2025 01:54 PM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3222698,LOIS BAGH,14-Nov-2025 04:09 PM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3218914,MIHIR KUMAR SADANGI,12-Nov-2025 08:08 PM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3227560,PADMAN BISOI,15-Nov-2025 03:17 PM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3222340,SHASHI BHUSAN PRAHARAJ,14-Nov-2025 12:01 PM,Rejected-Finance,unsuccessful,22-Jan-2026 05:33 PM,,,,,,,AOC
