Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,GST PAN LICENSE AND OTHER DOCUMENTS AS PER DTCN,1.0,ICICI BANK,"8,400",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-KEONJHAR||RW Division Bansapal,Road Online NCB No 04 of 2025-26,2025_CERWI_120125_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,27-Oct-2025 09:00 AM,06-Nov-2025 11:00 AM,27-Oct-2025 09:00 AM,04-Nov-2025 05:00 PM,27-Oct-2025 09:00 AM ,03-Nov-2025 05:00 PM ,27-Oct-2025 09:00 AM,04-Nov-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,SE RWD BANSPAL,Office of the Superintending Engineer RWD BANSPAL,S/R to NH6 to Ambadahara Road in the district of Keonjhar for the year 2025-26,POTHOLE REPAIR WITH pmc SEALCOAT AND FLANK DRESSING,Please refer Tender documents. ,NA ,"8,39,984",Civil Works - Roads,NA ,Tender,90.0,30.0,BANSPAL,758085.0,NA ,NA ,NA ,SE RWD BANSPAL at Gambharia Keonjhar,No ,No,AOC,19-Jan-2026,"INR 842,603",30.0,Himansu Kumar Sethi,19-Jan-2026 07:10 PM,189.pdf (2042.00 KB),1,3171209,ANIL KUMAR NAYAK,01-Nov-2025 04:47 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,Superintending Engineer,Internal,S.E./ D.A/ ESTIMATOR,Himansu Kumar Sethi,19-Jan-2026 06:50 PM,techsummary_558553.pdf (2710.21 KB),Superintending Engineer,Internal,S.E./ D.A/ ESTIMATOR,Himansu Kumar Sethi,19-Jan-2026 07:03 PM,finsummary_558553.pdf (544.11 KB),CE RW I||RWCIRCLE-KEONJHAR||RW Division Bansapal,2025_CERWI_120125_1,Road Online NCB No 04 of 2025-26,S/R to NH6 to Ambadahara Road in the district of Keonjhar for the year 2025-26,1.0,3174154.0,BIJAYA KUMAR BEHERA,INR,"842,603",Finance,Cover1,Himansu Kumar Sethi,19-Jan-2026 06:42 PM,,BOQ Comparative Chart,AOC
,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3174154,BIJAYA KUMAR BEHERA,02-Nov-2025 01:18 PM,Accepted-AOC,Work has been awarded to Bijaya Kumar Behera,19-Jan-2026 07:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,CHECKLIST WITH MACHINARIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3175855,BUDDHADEVA SAHU,04-Nov-2025 01:23 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3171167,Chaitanya Dehuri,02-Nov-2025 06:55 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3171527,JANMEJAYA NAYAK,01-Nov-2025 03:42 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3168210,MANASI PATTNAIK,30-Oct-2025 04:10 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3177300,MIHIR KUMAR SAHU,03-Nov-2025 02:26 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3167465,Mohammed Nasim,01-Nov-2025 06:56 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3180727,PRITIPRAVA GHADEI,04-Nov-2025 03:06 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3163215,RASHMITA ROUT,28-Oct-2025 01:54 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,3168204,SAMARJIT PATTNAIK,30-Oct-2025 04:08 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,3174418,SAROJINI JENA,02-Nov-2025 05:59 PM,Rejected-Finance,Not Selected in the Lottery,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,3180878,SONAMUNI MUNDA,04-Nov-2025 03:17 PM,Rejected-Finance,Submit willngness to come to L1,19-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
