Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
Finance,tender opened,Vedbhushan .,17-May-2025 10:00 AM,finance_538250.pdf,BOQ Comparative Chart,1.0,2917075.0,MOHAMMED ALI HUSSAIN,INR,"984,943",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_112943_9,6/SMC_SBP/2025-26,Construction of Paver Block road from Kanhei Nag house to Rajani Mallick house at Pathanbandh Ward No-7,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,20-Jan-2026 11:05 AM,finsummary_538250.pdf (934.77 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,27-Nov-2025 12:01 PM,techsummary_538250.pdf (893.58 KB),1.0,2917075.0,MOHAMMED ALI HUSSAIN,14-May-2025 02:12 PM,Accepted-AOC,SUCCESSFUL,20-Jan-2026 11:07 AM,20-Jan-2026,"INR 984,943",60.0,Rehan Khatri,20-Jan-2026 11:07 AM,6SMC9.pdf (935.00 KB),SUCCESSFUL,AOC,05-May-2025 10:00 AM,15-May-2025 10:00 AM,05-May-2025 10:00 AM,14-May-2025 05:00 PM,NA ,NA ,05-May-2025 10:00 AM,14-May-2025 05:00 PM,"COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006","4,000",0.0,Nil,Nil,No,Construction of Paver Block road from Kanhei Nag house to Rajani Mallick house at Pathanbandh Ward No-7,Construction of Paver Block road from Kanhei Nag house to Rajani Mallick house at Pathanbandh Ward No-7,Please refer Tender documents. ,NA ,"9,84,943",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,"9,849",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",Municipal Bodies||Sambalpur Municipal Corporation,6/SMC_SBP/2025-26,2025_ORULB_112943_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
