S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,01-Nov-2025 10:00 AM,07-Nov-2025 11:00 AM,01-Nov-2025 10:00 AM,06-Nov-2025 05:00 PM,01-Nov-2025 10:00 AM ,04-Nov-2025 05:00 PM ,01-Nov-2025 10:00 AM,06-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,Tender Online 05 JJPT of 2025-26,2025_CERWI_120455_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to Susua to Iswarpur Via Mohantypatana Road for the Year 2025-26 in the Dist. of Jajpur,S/R to Susua to Iswarpur Via Mohantypatana Road for the Year 2025-26 in the Dist. of Jajpur,Please refer Tender documents. ,NA ,"14,26,365",Civil Works - Roads,NA ,Tender,90.0,30.0,JAJPUR,755007.0,NA ,NA ,NA ,"RURAL WORKS DIVISION,JAJPUR",No ,No,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"Rural Works Division,Jajpur",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","14,500",Yes,fixed,,Nil,Nil,AOC,SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Swarna Prava Jena,04-Jan-2026 09:34 AM,techsummary_560646.pdf (459.01 KB),SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Swarna Prava Jena,04-Jan-2026 09:40 AM,finsummary_560646.pdf (459.01 KB),Finance,12 Nos. of Bidders,Truptimayee Pradhan,07-Nov-2025 04:48 PM,,BOQ Comparative Chart,1,3176769,DEEPAK KUMAR PUHAN,04-Nov-2025 05:41 PM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,1.0,3181989.0,MRUTYUNJAY PALAI,INR,"1,212,554.36",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,2025_CERWI_120455_18,Tender Online 05 JJPT of 2025-26,S/R to Susua to Iswarpur Via Mohantypatana Road for the Year 2025-26 in the Dist. of Jajpur,04-Jan-2026,"INR 1,212,554.36",30.0,Swarna Prava Jena,04-Jan-2026 09:44 AM,05.pdf (459.00 KB),AWARD OF CONTRACT,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3176230,DHARMENDRA KUMAR PARIDA,06-Nov-2025 11:16 AM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3177616,LAXMIDHAR SAHOO,05-Nov-2025 07:56 PM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3188263,LILIMA SAHOO,06-Nov-2025 12:38 PM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3179978,MAHESWAR SAHOO,05-Nov-2025 06:47 PM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3181989,MRUTYUNJAY PALAI,04-Nov-2025 06:52 PM,Accepted-AOC,Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3180647,M/S GOPINATH JENA,05-Nov-2025 09:51 AM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3182197,M/S KRUSHNA CHANDRA BEHERA,05-Nov-2025 02:29 PM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3186632,M/S REALITY AGENCY,06-Nov-2025 04:34 PM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3176508,M/S UPENDRA PARIDA,06-Nov-2025 10:38 AM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3182501,SAROJINI NAYAK,05-Nov-2025 05:15 PM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3179109,SHANTI SAHOO,04-Nov-2025 01:34 PM,Rejected-AOC,Not Qualify,04-Jan-2026 09:44 AM,,,,,,,,,,,,,,,,,AOC
