Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
24-Oct-2025 05:00 PM,04-Nov-2025 11:00 AM,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,24-Oct-2025 05:00 PM ,03-Nov-2025 03:00 PM ,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,1.0,ICICI BANK,1.0,Add DTCN and Corrigendum,Other,,"6,000",0.0,Nil,Nil,No,S/R to Bramhanpokhari - Tuta Road for the year 2025-26.,S/R to Bramhanpokhari - Tuta Road for the year 2025-26.,Please refer Tender documents. ,NA ,"16,81,012",Civil Works - Roads,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the SERW Division-II, Balasore",No ,No,"16,810",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN","SERW Division-II, Balasore","O/o the SERW Division-II, Balasore",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN No.06 of 2025-26,2025_CERWI_119918_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,26-Jan-2026 03:42 PM,techsummary_557786.pdf (197.19 KB),"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,26-Jan-2026 03:51 PM,finsummary_557786.pdf (197.19 KB),Finance,All documents are downloading and go to next process,Sujata Behera,09-Dec-2025 11:22 AM,finance_557786.pdf,BOQ Comparative Chart,1.0,3172525.0,DEEPAK KUMAR NAYAK,INR,"1,429,028.67",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_119918_44,E-TCN No.06 of 2025-26,S/R to Bramhanpokhari - Tuta Road for the year 2025-26.,1,3172936,AJIT KUMAR SWAIN,01-Nov-2025 06:46 PM,Rejected-AOC,Rejected,26-Jan-2026 03:58 PM,26-Jan-2026,"INR 1,429,028.67",30.0,Amir Kumar Sethy,26-Jan-2026 03:58 PM,119918_44AOC.pdf (418.00 KB),AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3172525,DEEPAK KUMAR NAYAK,01-Nov-2025 04:10 PM,Accepted-AOC,Awarded through lottery winner vide Agrt No 159 P1 of 2025-26,26-Jan-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3172948,GHANASHYAM LENKA,01-Nov-2025 06:47 PM,Rejected-AOC,Rejected,26-Jan-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3173249,GOBINDA CHANDRA SWAIN,01-Nov-2025 08:36 PM,Rejected-AOC,Rejected,26-Jan-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3172275,GOURANGA CHANDRA NAYAK,02-Nov-2025 12:41 PM,Rejected-AOC,Rejected,26-Jan-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3178116,GOURANGA SETHI (S.C),03-Nov-2025 04:28 PM,Rejected-AOC,Rejected,26-Jan-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3170201,Ipsita Nanda,31-Oct-2025 05:04 PM,Rejected-AOC,Rejected,26-Jan-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3172961,JYOTSNARANI KANUNGO,01-Nov-2025 07:03 PM,Rejected-AOC,Rejected,26-Jan-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3169756,LELIN MOHANTY,03-Nov-2025 11:59 AM,Rejected-AOC,Rejected,26-Jan-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3170737,MANARANJAN DAS,02-Nov-2025 06:45 PM,Rejected-AOC,Rejected,26-Jan-2026 03:58 PM,,,,,,,AOC
