S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3170335.0,DILLIP KUMAR SAHU,INR,"3,457,476",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_120115_14,05 SERW BLS 2025-26,Construction of New Sub-Center Building at Makanda under Remuna Block for the year 2025-26,1,3165362,Bhabani Sankar Satapathy,30-Oct-2025 10:03 AM,Rejected-AOC,Not Qualified,03-Jan-2026 12:36 PM,03-Jan-2026,"INR 3,457,476",90.0,Soubhagya Kumar Das,03-Jan-2026 12:36 PM,14sl.pdf (1118.00 KB),Finance,Document downloaded,Priyadarshini Behera,08-Nov-2025 06:15 PM,finance_558537.pdf,BOQ Comparative Chart,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,03-Jan-2026 12:33 PM,finsummary_558537.pdf (1117.71 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,03-Jan-2026 12:31 PM,techsummary_558537.pdf (909.67 KB),AOC,27-Oct-2025 11:00 AM,04-Nov-2025 05:30 PM,27-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,27-Oct-2025 11:00 AM ,04-Nov-2025 01:00 PM ,27-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,"SE RW Division, Balasore","O/o the SE RW Division, Balasore",1.0,Fee/PreQual/Technical/Finance,.pdf,"P.cost, EMD, RC, Pan, GSTIN, Affidavit, No relation certificate and other as per DTCN",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,05 SERW BLS 2025-26,2025_CERWI_120115_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"40,671",Yes,percentage,1.0%,Nil,Nil,Construction of New Sub-Center Building at Makanda under Remuna Block for the year 2025-26,Construction of New Sub-Center Building at Makanda under Remuna Block for the year 2025-26,Please refer tender documents ,NA ,"40,67,140",Civil Works - Buildings,NA ,Tender,90.0,90.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,AOC
,,,,,,,,,2,3175055,BHAGYALAXMI CONSTRUCTION,03-Nov-2025 01:32 PM,Rejected-AOC,Not Qualified,03-Jan-2026 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3170335,DILLIP KUMAR SAHU,01-Nov-2025 07:27 PM,Accepted-AOC,Qualified,03-Jan-2026 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3178615,MANOJ KUMAR SHAW,03-Nov-2025 07:27 PM,Rejected-AOC,Not Qualified,03-Jan-2026 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3176325,PRADIP NAYAK,03-Nov-2025 11:05 AM,Rejected-AOC,Not Qualified,03-Jan-2026 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
