S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,Botalama to Nidhipur via Haripur to Muktapur road,Botalama to Nidhipur via Haripur to Muktapur road,Please refer Tender documents. ,NA ,"5,08,000",Civil Works - Roads,NA ,Tender,90.0,60.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 13/2025-26,2025_CERWI_119404_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,080",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,13-Oct-2025 05:55 PM,22-Oct-2025 11:00 AM,13-Oct-2025 05:55 PM,20-Oct-2025 05:00 PM,NA ,NA ,13-Oct-2025 05:55 PM,20-Oct-2025 05:00 PM,AOC,"SE, RWD, BBSR",Internal,SrDAOEstimator,Swarnalata Sutar,17-Dec-2025 07:04 PM,techsummary_555691.pdf (655.53 KB),"SE, RWD, BBSR",Internal,SrDAOEstimator,Swarnalata Sutar,17-Dec-2025 07:07 PM,finsummary_555691.pdf (655.53 KB),Finance,5 nos of bidder are participated,Sushree Behera,23-Oct-2025 03:40 PM,,BOQ Comparative Chart,1.0,3138320.0,PRITAM PRITIRANJAN,INR,"507,604",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_119404_27,Tender Online Divn. BBSR - 13/2025-26,Botalama to Nidhipur via Haripur to Muktapur road,1,3132651,DIBAKAR PANDA,17-Oct-2025 03:36 PM,Rejected-Finance,Not success in lottery,17-Dec-2025 07:07 PM,27-Jan-2026,"INR 507,604",60.0,Nirmal Chandra Jena,27-Jan-2026 01:17 PM,botalamanidhipur.pdf (233.00 KB),AoC,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3136368,DIBYA SUPPLIERS,19-Oct-2025 06:40 PM,Rejected-Finance,Not success in lottery,17-Dec-2025 07:07 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3132738,M/s AKSHAYA KUMAR PARIDA,18-Oct-2025 05:19 PM,Rejected-Finance,Not success in lottery,17-Dec-2025 07:07 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3138489,NIRMAL CHANDRA BALIARSINGH,20-Oct-2025 04:09 PM,Rejected-Finance,Not success in lottery,17-Dec-2025 07:07 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3138320,PRITAM PRITIRANJAN,20-Oct-2025 03:12 PM,Accepted-AOC,L1 Bidder,27-Jan-2026 01:17 PM,,,,,,,,AOC
