Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
19-Nov-2025 10:00 AM,29-Nov-2025 10:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.",1.0,ICICI BANK,Strengthening to the Right Flood Bank of river Rushikulya near village Tentulia for the year 2025-26.,Strengthening to the Right Flood Bank of river Rushikulya near village Tentulia for the year 2025-26.,Please refer Tender documents. ,NA ,"18,33,705",Civil Works - Others,NA ,Tender,90.0,60.0,Aska,761110.0,NA ,NA ,NA ,"O/o the S.E., Bhanjanagar Irr. Divn., Bhanjanagar",No ,No,"6,000",0.0,Nil,Nil,No,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No.e-BNID-02/2025-26,2025_CEBMB_121489_37,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"18,400",Yes,fixed,,Nil,Nil,Superintending Engineer,"O/o the Superintending Engineer, Bhanjanagar Irrigation Division, Bhanjanagar, Ganjam, Pin No-761126",AOC,Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,24-Jan-2026 06:08 PM,techsummary_565448.pdf (715.26 KB),Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,24-Jan-2026 06:16 PM,finsummary_565448.pdf (893.72 KB),Finance,Twenty Two (22) number of bidders are successful downloaded.,Anita Das,29-Nov-2025 09:21 PM,,BOQ Comparative Chart,1.0,3248207.0,Jayasen Sahu,INR,"1,558,833","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2025_CEBMB_121489_37,e-procurement Notice No.e-BNID-02/2025-26,Strengthening to the Right Flood Bank of river Rushikulya near village Tentulia for the year 2025-26.,1,3259686,ANITA SAHU,27-Nov-2025 12:43 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,24-Jan-2026 06:23 PM,24-Jan-2026,"INR 1,558,833",60.0,Sanjay Kumar Pradhan,24-Jan-2026 06:23 PM,AOC37.PDF (401.00 KB),The date of commencement of the work on dated 16.12.2025 and stipulated date of completion on dated 15.02.2026 vide Agreement No.488P1/2025-26 on dated 16.12.2025.,AOC
,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3255033,BAIJAYANTI SWAIN,25-Nov-2025 06:08 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,24-Jan-2026 06:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3259642,BALAJI KUMAR SAHU,27-Nov-2025 12:31 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,24-Jan-2026 06:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3260465,DEBARAJ BHUYAN,27-Nov-2025 04:20 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,24-Jan-2026 06:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3255239,Dibakar Jena,25-Nov-2025 07:57 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,24-Jan-2026 06:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3244880,GANGADHAR SAMANTARA,21-Nov-2025 05:06 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,24-Jan-2026 06:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3259997,JASMIN SAHU,27-Nov-2025 01:33 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,24-Jan-2026 06:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3248207,Jayasen Sahu,23-Nov-2025 04:15 PM,Accepted-AOC,Winner in the Transparent Lottery System and Awarded to the Contractor.,24-Jan-2026 06:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3252476,KISHOR CHANDRA PADHY,25-Nov-2025 11:07 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,24-Jan-2026 06:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3263412,M PRAKASHA CHANDRA PATRA,28-Nov-2025 01:29 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,24-Jan-2026 06:23 PM,,,,,,,,AOC
