S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1.0,2838983.0,Bibaswat Biswal,INR,"4,295,918",Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,21-Jan-2026 06:18 PM,finsummary_530758.pdf (409.03 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_109891_3,MC(CMC)CTCDiv-III_No30/2024-25,"Construction of Vending Zone infront of RWSS (Additional Chief Engineer Office) to S.E., PH Division at Mahanadi Vihar in Ward No.47.",Technical,Five bidders participated.BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified. One Bid rejected due to non-submission of documents.,Antarjyamee Patra,17-May-2025 11:18 AM,technical_530758.pdf,Finance,Four bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,17-May-2025 12:19 PM,finance_530758.pdf,BOQ Comparative Chart,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,17-May-2025 11:24 AM,17-May-2025 11:25 AM,techsummary_530758.pdf (168.42 KB),21-Jan-2026,"INR 4,295,918",90.0,Sanjukta Sa,21-Jan-2026 06:42 PM,110.pdf (319.00 KB),wo,1,2840125,BASUDEV BEHERA,27-Feb-2025 02:24 PM,Rejected-AOC,Rejected,21-Jan-2026 06:42 PM,AOC,18-Feb-2025 03:30 PM,03-Mar-2025 10:00 AM,18-Feb-2025 03:30 PM,27-Feb-2025 05:00 PM,NA ,NA ,18-Feb-2025 03:30 PM,27-Feb-2025 05:00 PM,17-May-2025 11:25 AM,"11,800",0.0,Nil,Nil,No,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTCDiv-III_No30/2024-25,2025_ORULB_109891_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"51,000",Yes,fixed,,Nil,Nil,"Construction of Vending Zone infront of RWSS (Additional Chief Engineer Office) to S.E., PH Division at Mahanadi Vihar in Ward No.47.","Construction of Vending Zone infront of RWSS (Additional Chief Engineer Office) to S.E., PH Division at Mahanadi Vihar in Ward No.47.",Please refer Tender documents. ,NA ,"50,53,427",Civil Works - Others,NA ,Tender,105.0,90.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2838983,Bibaswat Biswal,26-Feb-2025 06:19 PM,Accepted-AOC,Accepted,21-Jan-2026 06:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2838237,DIPTIREKHA BEHERA,26-Feb-2025 10:21 AM,Rejected-AOC,Rejected,21-Jan-2026 06:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2840360,SIBA PRASAD SATPATHY,27-Feb-2025 03:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-May-2025 11:18 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2838399,Sri Sisir Mallick,26-Feb-2025 12:03 PM,Rejected-AOC,Rejected,21-Jan-2026 06:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
