Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,18 Nos bid opened,Bebisuta Sahu,10-Jan-2026 11:35 AM,finance_560830.pdf,BOQ Comparative Chart,21-Jan-2026,"INR 360,119",60.0,Manik Kumbhar,21-Jan-2026 05:44 PM,6106.pdf (358.00 KB),1,3222829,AKASH KUMAR JAIN,13-Nov-2025 08:33 PM,Accepted-AOC,Successful Bidder in Lottery System,21-Jan-2026 05:44 PM,1.0,3222829.0,AKASH KUMAR JAIN,INR,"360,119",CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_120441_16,EEPTNG-online-07/2025-26,Special Repair of Out Post Building at Larambha for the year 2025-26,Executive Engineer,Internal,"Executive Engineer, DAO, EST",Manik Kumbhar,21-Jan-2026 05:29 PM,techsummary_560830.pdf (806.12 KB),Executive Engineer,Internal,"Executive Engineer, DAO, EST",Manik Kumbhar,21-Jan-2026 05:39 PM,finsummary_560830.pdf (806.12 KB),AOC,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-07/2025-26,2025_CERWI_120441_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,240",Yes,fixed,,Nil,Nil,01-Nov-2025 06:00 PM,15-Nov-2025 11:00 AM,01-Nov-2025 06:00 PM,14-Nov-2025 05:00 PM,01-Nov-2025 06:00 PM ,13-Nov-2025 05:00 PM ,01-Nov-2025 06:00 PM,14-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"DD, EMD, R.C, PAN, GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",Special Repair of Out Post Building at Larambha for the year 2025-26,Special Repair of Out Post Building at Larambha for the year 2025-26,Please refer Tender documents. ,NA ,"4,24,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Superintending Engineer, R.W.D, Patnagarh",No ,No,"Executive Engineer, R.W.Division,Patnagarh","O/o the Superintending Engineer, R.W.D, Patnagarh","2,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,3218446,BHOLANATH MEHER,14-Nov-2025 04:26 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,21-Jan-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3222445,BIBEK KUMAR AGRAWALA,14-Nov-2025 12:03 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,21-Jan-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3221313,BIMBADHAR BEHERA,14-Nov-2025 12:30 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,21-Jan-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3218302,BIRENDRA SETH,12-Nov-2025 06:28 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,21-Jan-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3215798,DHANANJAYA PADHAN,13-Nov-2025 04:48 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,21-Jan-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3222923,DOSALIN MISHRA,13-Nov-2025 09:28 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,21-Jan-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3225055,GAJA BARDHAN SAHU,14-Nov-2025 03:18 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,21-Jan-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3222199,HOLESWAR SINGH BARIHA,13-Nov-2025 05:37 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,21-Jan-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3197478,JALANDHAR DUDUKA,08-Nov-2025 04:12 PM,Rejected-Finance,Unsuccessful Bidder in Lottery System,21-Jan-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
