Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
30-Oct-2025 10:00 AM,14-Nov-2025 11:00 AM,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"12,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Improvement to Ambagohira Check Dam in Oupada Block of Balasore District under Improvement to Check Dam Scheme for the year 2025-26.,Improvement to Ambagohira Check Dam in Oupada Block of Balasore District under Improvement to Check Dam Scheme for the year 2025-26.,Please refer Tender documents ,NA ,"12,58,005",Civil Works - Others,NA ,Tender,90.0,120.0,Oupada Block,756049.0,NA ,NA ,NA ,Office of the Superintending Engineer Minor Irriga,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Bid cost, EMD, Valid RC, GSTN, PAN, NRC, Affidavit and any other documents as per DTCN","Superintending Engineer,M.I Division, Balasore",Office of the Superintending Engineer Minor Irrigation Division Balasore Near Fandi Chhaka Balasore 756001,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Balasore",SEMIDBLS-05/2025- 26,2025_CEMIB_120246_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3215658,HEMANTA KUMAR TAREI,13-Nov-2025 04:13 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,05-Jan-2026 02:46 PM,05-Jan-2026,"INR 1,069,430",120.0,ELEENA MISHRA,05-Jan-2026 02:52 PM,AOCambagohira.pdf (213.00 KB),"As per the result of transparent lottery, the lowest bidder being 14.99%less than the estimated cost put to tender, Kaibalya Infra Engerprise contractor is declared as winner",Superintending Engineer,Internal,"The following persons of this office will act as members of tender committee of this division Smt Rama Dutta, D.A.O. as Member, Er Eleena Mishra, A.E (Estimator)as Member. Er Saraswati Hembram, A.E.",ELEENA MISHRA,05-Jan-2026 02:42 PM,techsummary_559310.pdf (45.92 KB),Superintending Engineer,Internal,"The following persons of this office will act as members of tender committee of this division Smt Rama Dutta, D.A.O. as Member, Er Eleena Mishra, A.E (Estimator)as Member. Er Saraswati Hembram, A.E.",ELEENA MISHRA,05-Jan-2026 02:46 PM,finsummary_559310.pdf (45.92 KB),"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Balasore",2025_CEMIB_120246_5,SEMIDBLS-05/2025- 26,Improvement to Ambagohira Check Dam in Oupada Block of Balasore District under Improvement to Check Dam Scheme for the year 2025-26.,1.0,3221594.0,KAIBALYA INFRA ENTERPRISE,INR,"1,069,430",Finance,"As per technical evaluation, 6 out of 6 bidders are found to be qualified",ELEENA MISHRA,05-Jan-2026 02:37 PM,finance_559310.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,AOC,2,3221594,KAIBALYA INFRA ENTERPRISE,13-Nov-2025 02:50 PM,Accepted-AOC,You have been awarded the contract for this tender,05-Jan-2026 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,AOC,3,3221264,KRUTIBASH NANDA,13-Nov-2025 01:55 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,05-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3221033,NILAMBAR MOHAPATRA,13-Nov-2025 01:25 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,05-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3221035,RABINDRA NATH PARIDA,13-Nov-2025 03:21 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,05-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3216255,TRUPTIKANTA NAYAK,12-Nov-2025 05:19 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,05-Jan-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
