Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
25-Jan-2026,"INR 1,440,840",90.0,Kumarmani Kishan,25-Jan-2026 07:36 AM,72.pdf (598.00 KB),CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,2025_CERWI_120304_15,Online-BGH-12 of 2025-26,RD Road to Tejagola,1.0,3217267.0,DILLIP KUMAR PRADHAN,INR,"1,440,840",1,3217267,DILLIP KUMAR PRADHAN,12-Nov-2025 01:56 PM,Accepted-AOC,Successful Bidder,25-Jan-2026 07:36 AM,Finance,ok,Sunanda Kisan,13-Nov-2025 01:54 PM,,BOQ Comparative Chart,Executive Engineer,Internal,"EE, DAO, EE Estimator, AE Estimator",Kumarmani Kishan,25-Jan-2026 07:31 AM,finsummary_559767.pdf (192.45 KB),Executive Engineer,Internal,"EE, DAO, EE Estimator, AE Estimator",Kumarmani Kishan,25-Jan-2026 07:27 AM,techsummary_559767.pdf (192.45 KB),AOC,"16,950",Yes,percentage,1.0%,Nil,Nil,RD Road to Tejagola,Road Works,Please refer Tender documents. ,NA ,"16,95,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Bargarh,768028.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER RURAL WORKS DIVISION, BARAGARH",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN Card, Valid GSTIN, Affidavit, No Relation Certificate As per DTCN",1,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,Online-BGH-12 of 2025-26,2025_CERWI_120304_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,"EXECUTIVE ENGINEER RURAL WORKS DIVISION, BARAGARH",04-Nov-2025 06:00 PM,13-Nov-2025 11:00 AM,04-Nov-2025 06:00 PM,12-Nov-2025 05:00 PM,04-Nov-2025 06:00 PM ,12-Nov-2025 04:00 PM ,04-Nov-2025 06:00 PM,12-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,3217771,SHOBABATI NAYAK,12-Nov-2025 03:30 PM,Rejected-Finance,Unsuccessful Bidder,25-Jan-2026 07:31 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
