Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,16-Oct-2025 11:17 PM,17-Oct-2025 11:30 AM,techsummary_548817.pdf (46.83 KB),1.0,3052046.0,M/s Vikash Agrawal,INR,"19,385,897",ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_116647_1,E-procurement Notice No.32/OCCL/2025-26(on-line),Improvement to Canal Service Road of Behera Distributary from RD 01 KM to RD 1.10 KM and RD 3.50 KM to RD 5.50 KM.,Finance,Opened Successfully.,Pratap Chandra Chaudhury,17-Oct-2025 01:58 PM,,BOQ Comparative Chart,1,3047024,AMRIT PRADHAN,26-Aug-2025 02:48 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 04:36 PM,Technical,Opened Successfully.,Pratap Chandra Chaudhury,29-Aug-2025 01:57 PM,,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,15-Nov-2025 04:36 PM,finsummary_548817.pdf (509.95 KB),22-Jan-2026,"INR 22,804,254",180.0,Sarat Chandra Ghadei,22-Jan-2026 01:03 PM,AOC_SMP_08.pdf (711.00 KB),AOC,AOC,"11,800",Nil,Nil,No,1.0,ICICI BANK,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd. UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate, Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",Improvement to Canal Service Road of Behera Distributary from RD 01 KM to RD 1.10 KM and RD 3.50 KM to RD 5.50 KM.,Improvement to Canal Service Road of Behera Distributary from RD 01 KM to RD 1.10 KM and RD 3.50 KM to RD 5.50 KM.,AS PER DTCN. ,NA ,"2,28,04,254",Civil Works - Others,NA ,Tender,90.0,180.0,Bargarh town in Bargarh district.,768028.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,08-Aug-2025 06:00 PM,29-Aug-2025 12:00 PM,08-Aug-2025 06:00 PM,28-Aug-2025 05:30 PM,08-Aug-2025 06:00 PM ,14-Aug-2025 03:30 PM ,08-Aug-2025 06:00 PM,28-Aug-2025 05:30 PM,17-Oct-2025 11:30 AM,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No.32/OCCL/2025-26(on-line),2025_OCCL_116647_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,28,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3052046,M/s Vikash Agrawal,28-Aug-2025 01:49 PM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,22-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3052377,RUPESH AGRAWAL PROP. R S INFRA,28-Aug-2025 12:43 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 04:36 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3051648,RYTHAM AGRAWAL,27-Aug-2025 07:50 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 04:36 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3051273,SADASIBA SAHU,28-Aug-2025 10:29 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 04:36 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3051780,toshabantadash,27-Aug-2025 09:10 PM,Rejected-Technical,Non - Responsive.,16-Oct-2025 11:17 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
