Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,15-Nov-2025 05:13 PM,techsummary_554944.pdf (774.63 KB),1,3135817,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",19-Oct-2025 03:29 PM,Rejected-Finance,LOOSER OF THE LOTTERY,09-Jan-2026 01:15 PM,09-Jan-2026,"INR 1,291,224.97",60.0,KISHORE KUMAR BEHERA,09-Jan-2026 04:41 PM,mdb41aoc.pdf (906.00 KB),1.0,3128392.0,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,INR,"1,291,224.97",Finance,ALL BID DOCUMENTS ARE DOWNLOADED,KISHORE KUMAR BEHERA,23-Oct-2025 05:40 PM,,BOQ Comparative Chart,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,09-Jan-2026 01:15 PM,finsummary_554944.pdf (371.78 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_119058_1,ACEM/MDB-41/2025-26,"Supply, Fabrication, Transportation and Erection of Gates and Hoists (Double stem) of the Sluice-cum-FLB over Nuagaon drain at Nuagaon at RD 1040 m under Drainage Division, Puri for the year 2025-26.",AOC,10-Oct-2025 10:00 AM,23-Oct-2025 12:00 PM,10-Oct-2025 10:00 AM,22-Oct-2025 05:30 PM,10-Oct-2025 10:00 AM ,22-Oct-2025 05:30 PM ,10-Oct-2025 10:00 AM,22-Oct-2025 05:30 PM,"ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR","O/O THE ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR, DELTA SQUARE",1.0,ICICI BANK,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,ACEM/MDB-41/2025-26,2025_CEMWR_119058_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Supply, Fabrication, Transportation and Erection of Gates and Hoists (Double stem) of the Sluice-cum-FLB over Nuagaon drain at Nuagaon at RD 1040 m under Drainage Division, Puri for the year 2025-26.","Supply, Fabrication, Transportation and Erection of Gates and Hoists (Double stem) of the Sluice-cum-FLB over Nuagaon drain at Nuagaon at RD 1040 m under Drainage Division, Puri for the year 2025-26.",Please refer Tender documents. ,NA ,"15,18,909",Mechanical Works,NA ,Tender,90.0,60.0,"Nuagaon, RD 1040m, Puri",752032.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,"15,200",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.","6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3134733,BANASHREE BHUYAN,21-Oct-2025 11:09 PM,Rejected-Finance,LOOSER OF THE LOTTERY,09-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC
,,,,,,3,3129502,LAXMIDHRA BHUYAN,22-Oct-2025 12:50 PM,Rejected-Finance,LOOSER OF THE LOTTERY,09-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3140533,M/S ADITYA INDUSTRIAL ENTERPRISERS(PROP.SUKANTA SAHOO),21-Oct-2025 05:51 PM,Rejected-Finance,LOOSER OF THE LOTTERY,09-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3128415,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,21-Oct-2025 08:03 PM,Rejected-Finance,LOOSER OF THE LOTTERY,09-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3128392,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,21-Oct-2025 07:32 PM,Accepted-AOC,WINNER OF THE LOTTERY,09-Jan-2026 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3142681,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,22-Oct-2025 03:06 PM,Rejected-Finance,LOOSER OF THE LOTTERY,09-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3140813,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,21-Oct-2025 11:41 PM,Rejected-Finance,LOOSER OF THE LOTTERY,09-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3140726,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",21-Oct-2025 10:48 PM,Rejected-Finance,LOOSER OF THE LOTTERY,09-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3134908,POOJARINI ENTERPRISERS,22-Oct-2025 03:18 PM,Rejected-Finance,LOOSER OF THE LOTTERY,09-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
