Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
09-Jan-2026,"INR 3,389,092",90.0,Ayaskant Behera,09-Jan-2026 04:51 PM,Agreement.pdf (451.00 KB),Finance,Bid Opening Summary,Ayaskant Behera,02-Dec-2025 12:33 PM,finance_565931.pdf,BOQ Comparative Chart,"Executive Engineer, P.H.Division, Rayagada",Internal,,Ayaskant Behera,09-Jan-2026 04:46 PM,finsummary_565931.pdf (416.83 KB),1,3265003,Allapa Ganapati Rao,28-Nov-2025 07:48 PM,Rejected-AOC,NOT Qualified in Transparent lottery,09-Jan-2026 04:51 PM,1.0,3269284.0,DURJADHANA MAJHI,INR,"3,389,091.66",PHEO||PH Circle Bhawanipatna||PH Division Rayagada,2025_PHEO_121649_1,EEPHDRAYAGADA 29/2025-26 DT.10.11.2025,Construction of Boundary wall at 10 MLD WTP at Paralakhemundi,"Executive Engineer, P.H.Division, Rayagada",Internal,,Ayaskant Behera,09-Jan-2026 04:40 PM,techsummary_565931.pdf (734.42 KB),AOC,"39,867",Yes,percentage,1.0%,Nil,Nil,PHEO||PH Circle Bhawanipatna||PH Division Rayagada,EEPHDRAYAGADA 29/2025-26 DT.10.11.2025,2025_PHEO_121649_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, PAN, GSTIN, registration certificate, other related as per DTCN","6,000",0.0,Nil,Nil,No,Construction of Boundary wall at 10 MLD WTP at Paralakhemundi,Construction of Boundary wall at 10 MLD WTP at Paralakhemundi,Please refer Tender documents. ,NA ,"39,86,698",Civil Works - Water Works,NA ,Tender,120.0,90.0,Paralakhemundi Town,761200.0,NA ,NA ,NA ,"O/o THE EXECUTIVE ENGINEER, P.H.DIVISION,RAYAGADA",No ,No,1.0,ICICI BANK,20-Nov-2025 03:00 PM,02-Dec-2025 11:00 AM,20-Nov-2025 03:00 PM,01-Dec-2025 05:00 PM,20-Nov-2025 03:00 PM ,26-Nov-2025 05:00 PM ,20-Nov-2025 03:00 PM,01-Dec-2025 05:00 PM,"THE EXECUTIVE ENGINEER, P.H.DIVISION,RAYAGADA","O/o THE EXECUTIVE ENGINEER, P.H.DIVISION,RAYAGADA",AOC
,,,,,,,,,,,,,,,,,,2,3269387,Anukula Chandra Mohanty,01-Dec-2025 12:57 PM,Rejected-AOC,NOT Qualified in Transparent lottery,09-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relationship ,Authorization Certificate form of affidavit/ Declaration and Other related document",,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,3269235,BHUJABALA DAKUA,01-Dec-2025 12:14 PM,Rejected-AOC,NOT Qualified in Transparent lottery,09-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,3252352,B Krishna Murty,25-Nov-2025 12:32 PM,Rejected-AOC,NOT Qualified in Transparent lottery,09-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,3270120,CHANDRAJIT JENA,01-Dec-2025 04:55 PM,Rejected-AOC,NOT Qualified in Transparent lottery,09-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,3270060,D.HARISH KUMAR,01-Dec-2025 04:04 PM,Rejected-AOC,NOT Qualified in Transparent lottery,09-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,3270044,DIPAK JENA,01-Dec-2025 04:35 PM,Rejected-AOC,NOT Qualified in Transparent lottery,09-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,3269284,DURJADHANA MAJHI,01-Dec-2025 12:22 PM,Accepted-AOC,Qualified in Transparent lottery,09-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,3269842,Jalumuru Bhargav,01-Dec-2025 02:55 PM,Rejected-AOC,NOT Qualified in Transparent lottery,09-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,3269976,KHAGESWAR PATRA,01-Dec-2025 04:28 PM,Rejected-AOC,NOT Qualified in Transparent lottery,09-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
