Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R to RD Road to Kurkutia Road,S/R to RD Road to Kurkutia Road,Please refer Tender documents. ,NA ,"13,44,000",Civil Works - Roads,NA ,Tender,90.0,60.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,1,ICICI BANK,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,"13,440",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,07Online)/RWD/BPD/2025-26,2025_CERWI_120269_78,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,31-Oct-2025 09:00 AM,06-Nov-2025 05:30 PM,31-Oct-2025 09:00 AM,06-Nov-2025 05:00 PM,31-Oct-2025 09:00 AM ,06-Nov-2025 03:00 PM ,31-Oct-2025 09:00 AM,06-Nov-2025 05:00 PM,AOC,R.Pradhan,Internal,,Rajesh Pradhan,13-Jan-2026 06:24 PM,finsummary_559757.pdf (189.47 KB),R.Pradhan,Internal,,Rajesh Pradhan,13-Jan-2026 06:18 PM,techsummary_559757.pdf (189.47 KB),1,3182722,MOTILAL DASH,04-Nov-2025 10:07 PM,Rejected-AOC,unsuccessful tenderer,13-Jan-2026 06:29 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120269_78,07Online)/RWD/BPD/2025-26,S/R to RD Road to Kurkutia Road,1.0,3179699.0,SWAGATIKA GIRI,INR,"1,142,965.12",13-Jan-2026,"INR 1,142,965.12",60.0,Rajesh Pradhan,13-Jan-2026 06:29 PM,174.pdf (639.00 KB),Finance,.,Rajesh Pradhan,13-Jan-2026 06:16 PM,finance_559757.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3179699,SWAGATIKA GIRI,04-Nov-2025 10:45 PM,Accepted-AOC,Lottery winner,13-Jan-2026 06:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC
