Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,EXECUTIVE ENGINEER,"O/o Executive Engineer, RW Division, Mohana Near Civil Court","5,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,27-Nov-2025 11:00 AM,06-Dec-2025 11:00 AM,27-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,27-Nov-2025 11:00 AM ,03-Dec-2025 05:00 PM ,27-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,Repair to R.I. Office Building at Tabarada for the year 2025-26,Repair to R.I. Office Building at Tabarada for the year 2025-26,Please refer Tender documents. ,NA ,"4,98,000",Civil Works - Bridges,NA ,Tender,90.0,30.0,Mohana,761015.0,NA ,NA ,NA ,"O/o Executive Engineer, RW Division, Mohana",No ,No,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,Online Tender 09/MOHANA/2025-26,2025_CERWI_122021_7,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,PAN,RC,other papers as per DTCN",AOC,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,17-Jan-2026 01:08 PM,finsummary_567299.pdf (1267.76 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_122021_7,Online Tender 09/MOHANA/2025-26,Repair to R.I. Office Building at Tabarada for the year 2025-26,1.0,3279549.0,SIMANCHAL SAHU,INR,"422,764",Finance,OK,Bidyut Prabha Padhy,17-Jan-2026 12:49 PM,,BOQ Comparative Chart,1,3279010,Abani Ranjan Panigrahi,04-Dec-2025 03:41 PM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,17-Jan-2026,"INR 422,764",30.0,Bidyut Prabha Padhy,17-Jan-2026 01:13 PM,2025_CERWI_122021_7.pdf (1268.00 KB),Successful Bidder,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,17-Jan-2026 12:57 PM,techsummary_567299.pdf (1267.76 KB),AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill Of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,2,3267921,ANIL KUMAR SETHI,04-Dec-2025 03:51 PM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3281499,HARI KRUSHNA PRADHAN,05-Dec-2025 01:21 PM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3276254,HARIS CHANDRA NAYAK,04-Dec-2025 04:08 PM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3275161,Jeetendra Kumar Pradhan,03-Dec-2025 06:29 PM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3282462,KHAGESWARA PRADHAN,05-Dec-2025 04:26 PM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3280925,Krushna Chandra Gouda,05-Dec-2025 11:50 AM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3282636,NANDNI ADHIKARI,05-Dec-2025 04:52 PM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3282205,NARAYAN BHUYAN,05-Dec-2025 03:17 PM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3281183,Prahlad Nayak,05-Dec-2025 01:03 PM,Rejected-AOC,All documents submitted.,17-Jan-2026 01:13 PM,,,,,,,,,,,,,,AOC
