Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Construction of Multi colour Interlocking Paver Block road from Sukuli Angi towards Champataila in WNo 11,Construction of Multi colour Interlocking Paver Block road from Sukuli Angi towards Champataila in WNo 11,Please refer Tender documents. ,NA ,"1,28,70,556",Civil Works - Roads,NA ,Tender,90.0,90.0,Rairakhol,768106.0,NA ,NA ,NA ,"NAC, Redhakhol",No ,No,26-Mar-2025 10:00 AM,17-Apr-2025 11:00 AM,26-Mar-2025 10:00 AM,16-Apr-2025 05:00 PM,NA ,NA ,26-Mar-2025 10:00 AM,16-Apr-2025 05:00 PM,12-Dec-2025 06:40 PM,"10,000",0.0,Nil,Nil,No,"1,28,706",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Redhakhol NAC,RDL NAC-4/2024-25,2025_ORULB_111924_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Officer, NAC, Redhakhol","Executive Officer, NAC, Redhakhol",1.0,Fee/PreQual/Technical,.pdf,DTCN,AOC,Technical,17 bidder participated and accepted for technical evaluation,Sanjeeb Toppo,27-May-2025 09:36 AM,,Municipal Bodies||Redhakhol NAC,2025_ORULB_111924_3,RDL NAC-4/2024-25,Construction of Multi colour Interlocking Paver Block road from Sukuli Angi towards Champataila in WNo 11,Sibaram Sahoo,Internal,"Chairperson,, EO, ME,JE",Sanjeeb Toppo,02-Jan-2026 06:53 PM,finsummary_534342.pdf (800.74 KB),1.0,2886298.0,SATYA PRAKASH AGRAWAL,INR,"12,677,497.47",1,2885922,AKASH AGRAWAL,16-Apr-2025 01:42 PM,Rejected-Finance,As per Lottery,02-Jan-2026 06:53 PM,30-Jan-2026,"INR 12,677,497.47",90.0,Sanjeeb Toppo,02-Jan-2026 07:06 PM,4123.pdf (638.00 KB),1.0,Revocation,Revocation,23-May-2025 11:49 AM,1133.pdf ,495.47,Technical Opening,Sibaram Sahoo,Internal,"Chairpeerson, EO, ME,JE",Sanjeeb Toppo,12-Dec-2025 06:36 PM,12-Dec-2025 06:40 PM,techsummary_534342.pdf (569.28 KB),Finance,Sixteen bidder participated and admitted,Sanjeeb Toppo,16-Dec-2025 06:34 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,2,2885574,AMAR KUMAR SINGH,16-Apr-2025 11:09 AM,Rejected-Finance,As per Lottery,02-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2884364,ANIL KUMAR HOTA,15-Apr-2025 06:59 PM,Rejected-Finance,As per Lottery,02-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2885703,Bikash Chandra Dash,16-Apr-2025 11:50 AM,Rejected-Technical,Not Furnished,12-Dec-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2885643,BISHAL AGRAWALLA,16-Apr-2025 11:31 AM,Rejected-Finance,As per Lottery,02-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2885513,DEBI PRASAD MOHARANA,16-Apr-2025 08:24 AM,Rejected-Finance,As per Lottery,02-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2885385,DHANESWAR SAHU,15-Apr-2025 11:07 PM,Rejected-Finance,As per Lottery,02-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2886008,GIRISH CHANDRA NAIK,16-Apr-2025 03:55 PM,Rejected-Finance,As per Lottery,02-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2885789,Jayadev Panda,16-Apr-2025 02:23 PM,Rejected-Finance,As per Lottery,02-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2885545,MARUTI CONSTRUCTIONS,16-Apr-2025 03:47 PM,Rejected-Finance,As per Lottery,02-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
