S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,ICICI BANK,"EE, LI Division, Dhenkanal","EE, LI Division, Dhenkanal","7,080",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,EEDKL(OLIC)-03/2025-26,2025_OLIC_121931_74,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,installation and Energisation of Manitri-III L.I.P under K.Nagar Block in Dhenkanal District.,installation and Energisation of Manitri-III L.I.P under K.Nagar Block in Dhenkanal District.,Please refer Tender documents. ,NA ,"25,06,032",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"EE, LI Division, Dhenkanal",No ,No,1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD in online mode, RC, PAN, GST, Affidavit and others as per DTCN","25,060",Yes,fixed,,Nil,Nil,27-Nov-2025 11:30 AM,05-Dec-2025 11:00 AM,27-Nov-2025 11:30 AM,04-Dec-2025 05:00 PM,NA ,NA ,27-Nov-2025 11:30 AM,04-Dec-2025 05:00 PM,24-Dec-2025 04:00 PM,AOC,16-Jan-2026,"INR 2,506,032",90.0,BIJAY KUMAR TARAI,16-Jan-2026 09:23 PM,Tech.pdf (60.00 KB),Awarded,1,3271120,SUSAMARANI ROUT,03-Dec-2025 05:47 PM,Accepted-AOC,Awarded,16-Jan-2026 09:23 PM,EE,Internal,"DA, Estimator",BIJAY KUMAR TARAI,24-Dec-2025 03:09 PM,24-Dec-2025 04:00 PM,techsummary_567420.pdf (110.49 KB),Finance,Opened,PRATYUSA KUMAR MALLA,24-Dec-2025 05:24 PM,,BOQ Comparative Chart,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,2025_OLIC_121931_74,EEDKL(OLIC)-03/2025-26,installation and Energisation of Manitri-III L.I.P under K.Nagar Block in Dhenkanal District.,Technical,opened,PRATYUSA KUMAR MALLA,14-Dec-2025 05:16 AM,,EE,Internal,DAo Estimator,BIJAY KUMAR TARAI,16-Jan-2026 09:21 PM,finsummary_567420.pdf (60.04 KB),1.0,3271120.0,SUSAMARANI ROUT,INR,"2,455,911.36",AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3271172,SUSANTA DAS,03-Dec-2025 05:26 PM,Rejected-Finance,L2 Bidder,16-Jan-2026 09:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
