S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,"4,000",Nil,Nil,No,"KID-52 Renovation including bed clearance of Disty.no.2 with its branches of Gobari Canal 15A, 15 A-1, 15 A-2, 15 A-3, Bharatpur, Jagannathpur, Naraharipur, Attabuha and Aripada Minor of Kendrapara Canal with its branches.","Renovation including bed clearance of Disty.no.2 with its branches of Gobari Canal 15A, 15 A-1, 15 A-2, 15 A-3, Bharatpur, Jagannathpur, Naraharipur, Attabuha and Aripada Minor of Kendrapara Canal with its branches.",Please refer Tender documents. ,NA ,"6,27,459",Civil Works - Others,NA ,Tender,90.0,90.0,Kendrapara,754211.0,NA ,NA ,NA ,"S.E, Kendrapara Irrigation Division, Kendrapara",No ,No,19-May-2025 10:00 AM,30-May-2025 11:00 AM,19-May-2025 10:00 AM,29-May-2025 05:00 PM,19-May-2025 10:00 AM ,28-May-2025 05:00 PM ,19-May-2025 10:00 AM,29-May-2025 05:00 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,e-Procurement Notice No.KID-01 of 2025-26,2025_KIRRD_113584_51,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN","S.E, Kendrapara Irrigation Division, Kendrapara","S.E, Kendrapara Irrigation Division, Kendrapara-754211",AOC,Kendrapara Irrigation Division,Internal,"Kendrapara, DAO Kendrapara Division, Kendrapara, Estimator, Kendrapara Irrigation Division, Kendrapara",Rashmiranjan Khuntia,03-Jul-2025 09:40 PM,techsummary_540102.pdf (388.77 KB),Kendrapara Irrigation Division,Internal,"Kendrapara, DAO Kendrapara Division, Kendrapara, Estimator, Kendrapara Irrigation Division, Kendrapara",Rashmiranjan Khuntia,03-Jul-2025 09:48 PM,finsummary_540102.pdf (436.97 KB),Finance,All the bids are downloaded successfully.,Rashmiranjan Khuntia,02-Jun-2025 04:41 PM,finance_540102.pdf,BOQ Comparative Chart,24-Sep-2025,"INR 533,403",90.0,Umesh Chandra Sethi,03-Jan-2026 11:40 AM,WorkOrderKID52of25_26.pdf (538.00 KB),The work has been awarded to Sri bijaya kumar senapati,1,2932284,AMRIT KUMAR SAHOO,27-May-2025 08:29 PM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,1.0,2932997.0,bijaya kumar senapati,INR,"533,403",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,2025_KIRRD_113584_51,e-Procurement Notice No.KID-01 of 2025-26,"KID-52 Renovation including bed clearance of Disty.no.2 with its branches of Gobari Canal 15A, 15 A-1, 15 A-2, 15 A-3, Bharatpur, Jagannathpur, Naraharipur, Attabuha and Aripada Minor of Kendrapara Canal with its branches.",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2939472,BIJAYA KUMAR PARIDA,29-May-2025 10:16 AM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2932997,bijaya kumar senapati,28-May-2025 06:53 AM,Accepted-AOC,Selected in the Lottery,03-Jan-2026 11:40 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2940285,DHABALESWAR BEHERA,29-May-2025 03:38 PM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2939925,MANOJ KUMAR KAR,29-May-2025 04:07 PM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,2927982,NIHARIKA PATTANAIK,22-May-2025 12:07 AM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,2935509,Rajesh Kumar Das,27-May-2025 05:56 PM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,2931330,SANGRAM SAMAL,25-May-2025 05:46 AM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,2932661,SILU KUMAR SETHI,28-May-2025 02:34 PM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,2939156,SMRUTI RANJAN ROUT,29-May-2025 07:29 AM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,2927001,SUKANTA NAYAK,21-May-2025 06:26 PM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,2928716,SUVAM PARIDA,26-May-2025 09:20 PM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,13,2930774,Suvendu Ranjan Jena,25-May-2025 04:21 PM,Rejected-Finance,Not won in the transparent Lottery,03-Jul-2025 09:48 PM,,,,,,,,,,AOC
