Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Special Repair to Roads from Darjimunda to - Barkhol under AMP 2025-26 in the district of Deogarh,Road work,Please refer Tender documents. ,NA ,"38,12,974",Civil Works - Roads,NA ,Tender,90.0,30.0,Deogarh,768119.0,NA ,NA ,NA ,O/o the SE RW Division Deogarh,No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"38,130",Yes,percentage,1.0%,Nil,Nil,SE RW Division Deogarh,O/o the SE RW Division Deogarh,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,13-Nov-2025 02:00 PM,21-Nov-2025 11:00 AM,13-Nov-2025 02:00 PM,20-Nov-2025 05:00 PM,13-Nov-2025 02:00 PM ,19-Nov-2025 05:00 PM ,13-Nov-2025 02:00 PM,20-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,SERWDGH-Online-04 of 2025-26,2025_CERWI_121181_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,SE,Internal,,Subash Chandra Besra,28-Jan-2026 09:29 PM,techsummary_563948.pdf (144.02 KB),SE,Internal,,Subash Chandra Besra,28-Jan-2026 09:33 PM,finsummary_563948.pdf (144.02 KB),Finance,All are accepted,Subash Chandra Besra,24-Nov-2025 10:13 PM,,BOQ Comparative Chart,1,3241334,BANESWAR MUNDA,20-Nov-2025 01:30 PM,Rejected-AOC,Unsuccessful,28-Jan-2026 09:38 PM,1.0,3241225.0,MANOJ KUMAR BISWAL,INR,"3,241,409",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,2025_CERWI_121181_18,SERWDGH-Online-04 of 2025-26,Special Repair to Roads from Darjimunda to - Barkhol under AMP 2025-26 in the district of Deogarh,28-Jan-2026,"INR 3,241,409",30.0,Subash Chandra Besra,28-Jan-2026 09:38 PM,agt.pdf (144.00 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,TCN,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3236045,BHAGABANA PRADHAN,18-Nov-2025 05:38 PM,Rejected-AOC,Unsuccessful,28-Jan-2026 09:38 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3237219,Harena kumar Behera,19-Nov-2025 02:53 PM,Rejected-AOC,Unsuccessful,28-Jan-2026 09:38 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3239886,KEDARA KUMAR PRADHAN,20-Nov-2025 07:26 AM,Rejected-AOC,Unsuccessful,28-Jan-2026 09:38 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3241225,MANOJ KUMAR BISWAL,20-Nov-2025 01:19 PM,Accepted-AOC,Drawn the agreement,28-Jan-2026 09:38 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3236459,NABIN KUMAR MISHRA,18-Nov-2025 09:00 PM,Rejected-AOC,Unsuccessful,28-Jan-2026 09:38 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3238372,PRATAP KUMAR PANI,19-Nov-2025 03:09 PM,Rejected-AOC,Unsuccessful,28-Jan-2026 09:38 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3239623,Ranjan Kumar Garnayak,20-Nov-2025 05:29 AM,Rejected-AOC,Unsuccessful,28-Jan-2026 09:38 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3242098,SAILESH KUMAR MISHRA,20-Nov-2025 04:08 PM,Rejected-AOC,Unsuccessful,28-Jan-2026 09:38 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3234593,SANJAY KUMAR SAHOO,19-Nov-2025 11:38 PM,Rejected-AOC,Unsuccessful,28-Jan-2026 09:38 PM,,,,,,,,,,,,,,,,AOC
