EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"73,980",Yes,percentage,1.0%,Nil,Nil,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,"Execution of work for Power supply, Installation of pump sets and energisation of Bhatli-I Package L.I. Project in Ambabhona and Bhatli Block in Bargarh District.",Irrigation work,Please refer Tender documents. ,NA ,"73,98,044",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Bargarh,768028.0,NA ,NA ,NA ,"O/o the Executive Engineer, L.I. Division, Bargarh",No ,No,"Executive Engineer, L.I. Division, Bargarh","O/o the Executive Engineer, L.I. Division, Bargarh",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,EE/OLIC/BGH-05/2025-26,2025_OLIC_121475_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,19-Nov-2025 10:00 AM,29-Nov-2025 11:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,19-Nov-2025 10:00 AM ,27-Nov-2025 05:00 PM ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,12-Dec-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, GST Registration Certificate, PAN, Contractor RC Affidavit, undertaking and as per DTCN",AOC,Technical,Open Technical bid,SRIKANTA ROUT,29-Nov-2025 11:44 AM,technical_565311.pdf,1,3263121,Ajodhya Prasad Sahu,28-Nov-2025 12:56 PM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,Finance,Open Financial Bid,SRIKANTA ROUT,12-Dec-2025 12:06 PM,finance_565311.pdf,BOQ Comparative Chart,S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,08-Jan-2026 01:12 PM,finsummary_565311.pdf (488.13 KB),10-Jan-2026,"INR 6,289,077.2",90.0,Surya Narayan Tripathy,10-Jan-2026 01:01 PM,Pkg_III.pdf (3305.00 KB),Awarded,S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,11-Dec-2025 05:14 PM,12-Dec-2025 11:00 AM,techsummary_565311.pdf (468.48 KB),1.0,3261203.0,Susama Dash,INR,"6,289,077.2",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,2025_OLIC_121475_3,EE/OLIC/BGH-05/2025-26,"Execution of work for Power supply, Installation of pump sets and energisation of Bhatli-I Package L.I. Project in Ambabhona and Bhatli Block in Bargarh District.",AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,2,3256080,ANURAG BHOI,28-Nov-2025 07:15 AM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,3255173,BIBHUTI PADHAN,28-Nov-2025 06:32 AM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,3255970,Bolli Shyam Babu,28-Nov-2025 02:44 PM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,3259321,DEEPANSHU KUMAR BHOI,27-Nov-2025 12:16 PM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,3261055,HARISH PADHAN,27-Nov-2025 05:42 PM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,3256368,LENIN KUMAR SWAIN,27-Nov-2025 09:35 AM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,3258128,M/S PRATIBHA CONSTRUCTION,27-Nov-2025 06:19 AM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,3257209,PRADEEP SAH,26-Nov-2025 05:10 PM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,3258384,prem ku rath,26-Nov-2025 07:43 PM,Rejected-Finance,Unsuccessful bidder,08-Jan-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
