Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, EPF, ESI AND ALL OTHER DOCUMENTS AS PER DTCN","Repair and maintenance of 24 nos of Radial Gates of Rengali Dam under Superintending Engineer, Rengali Dam Division for the year 2025-26.","Repair and maintenance of 24 nos of Radial Gates of Rengali Dam under Superintending Engineer, Rengali Dam Division for the year 2025-26.",Please refer Tender documents. ,NA ,,Mechanical Works,NA ,Tender,90.0,60.0,Rengali,768212.0,NA ,NA ,NA ,"O/o The ACE, Mechanical Circle, Hirakud",No ,No,"6,000",0.0,Nil,Nil,No,"13,500",No,fixed,,Nil,Nil,Additional Chief Engineer,"O/o The ACE, Mechanical Circle, Hirakud",25-Nov-2025 10:00 AM,05-Dec-2025 11:30 AM,25-Nov-2025 10:00 AM,04-Dec-2025 05:30 PM,25-Nov-2025 10:00 AM ,04-Dec-2025 05:30 PM ,25-Nov-2025 10:00 AM,04-Dec-2025 05:30 PM,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Mech Divn, Ambaguda",ACEMC/MDRGL-3/2025-26,2025_CEMWR_121877_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Amarjit Behera,Internal,,AMARJIT BEHERA,09-Dec-2025 05:21 PM,finsummary_566641.pdf (311.70 KB),"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Mech Divn, Ambaguda",2025_CEMWR_121877_2,ACEMC/MDRGL-3/2025-26,"Repair and maintenance of 24 nos of Radial Gates of Rengali Dam under Superintending Engineer, Rengali Dam Division for the year 2025-26.",1.0,3273860.0,LAXMIDHRA BHUYAN,INR,"1,146,628",Finance,Admitted for further evaluation process.,AMARJIT BEHERA,09-Dec-2025 04:12 PM,finance_566641.pdf,BOQ Comparative Chart,29-Dec-2025,"INR 1,146,628",60.0,AMARJIT BEHERA,21-Jan-2026 12:39 PM,AOCRengali.pdf (454.00 KB),1,3272596,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",02-Dec-2025 07:13 PM,Rejected-AOC,not qualified in lottery process.,21-Jan-2026 12:39 PM,Amarjit Behera,Internal,"1.Er. Ajit Tirkey,JEM,2.Er. Sasmita Barik, JEM, 3.Er. Prabina Kumar Gouda, Asst. to ACEM, 4.Dasaratha Hembram, SEM, 5.Amarjit Behera, ACEM",AMARJIT BEHERA,09-Dec-2025 04:55 PM,techsummary_566641.pdf (311.70 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3277727,DASH ENTERPRISERS PROP.RAJEEB LOCHAN DASH,04-Dec-2025 12:58 PM,Rejected-AOC,not qualified in lottery process.,21-Jan-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3273860,LAXMIDHRA BHUYAN,04-Dec-2025 01:40 PM,Accepted-AOC,1st lowest bidder after the lottery process.,21-Jan-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3253529,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,03-Dec-2025 06:11 PM,Rejected-AOC,not qualified in lottery process.,21-Jan-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3253568,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,03-Dec-2025 06:06 PM,Rejected-AOC,not qualified in lottery process.,21-Jan-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3278125,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,04-Dec-2025 01:05 PM,Rejected-AOC,not qualified in lottery process.,21-Jan-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3275437,POOJARINI ENTERPRISERS,04-Dec-2025 12:22 PM,Rejected-AOC,not qualified in lottery process.,21-Jan-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3278261,RENUBALA DASH,04-Dec-2025 01:32 PM,Rejected-AOC,not qualified in lottery process.,21-Jan-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3253476,SPS INDUSTRY,03-Dec-2025 05:49 PM,Rejected-AOC,not qualified in lottery process.,21-Jan-2026 12:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3253434,SUSHIL KUMAR DAS,03-Dec-2025 05:55 PM,Rejected-AOC,not qualified in lottery process.,21-Jan-2026 12:39 PM,,,,,,,AOC
