S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,3129752,ADITYA ENGINEERING SERVICES,15-Oct-2025 05:05 PM,Rejected-AOC,Accepted,30-Jan-2026 02:18 PM,Technical,16 (Sixteen) Nos of bid have been opened Technically Evaluation taken shortly,DEBADUTTA SAHU,24-Oct-2025 02:02 PM,technical_553983.pdf,Finance,16(Sixteen No Bidder found Online),DEBADUTTA SAHU,30-Jan-2026 01:41 PM,finance_553983.pdf,BOQ Comparative Chart,Chief Engineer P.H,Internal,"Chief Engineer P.H, Additional Chief Engineer P.H , DAO , Divisional Estimator,",DEBADUTTA SAHU,30-Jan-2026 02:01 PM,finsummary_553983.pdf (861.29 KB),30-Jan-2026,"INR 33,265,663",360.0,DEBADUTTA SAHU,30-Jan-2026 02:18 PM,Order.pdf (581.00 KB),The L1 Bidder is Sri Bijan Rout,Chief Engineer PH,Internal,"Additional Chief Engineer PH, DAO, Estimator PH, Asst Executive Engineer PH",DEBADUTTA SAHU,30-Dec-2025 06:35 PM,31-Dec-2025 04:00 PM,techsummary_553983.pdf (2534.37 KB),PHEO||SEPH-CIRCLE-BERHAMPUR,2025_PHEO_118628_1,ACEPHCBAM-10/2025-26 Dt.19.09.2025,Construction of ESR Zonal water supply with other ancillary works in Chikiti NAC under State Plan,1.0,3131203.0,BIJAN ROUT,INR,"33,265,663.018",AOC,"3,92,000",Yes,fixed,,Nil,Nil,Chief Engineer P.H,"Office of the Additional Chief Engineer, P.H.Circle Berhampur functioning at Chatrapur",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,Yes,PHEO||SEPH-CIRCLE-BERHAMPUR,ACEPHCBAM-10/2025-26 Dt.19.09.2025,2025_PHEO_118628_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,26-Sep-2025 11:00 AM,18-Oct-2025 12:30 PM,26-Sep-2025 11:00 AM,16-Oct-2025 05:30 PM,26-Sep-2025 11:00 AM ,09-Oct-2025 05:30 PM ,26-Sep-2025 11:00 AM,16-Oct-2025 05:30 PM,31-Dec-2025 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender Paper, EMD, PAN, GSTIN, Affidavits as per DTCN",Construction of ESR Zonal water supply with other ancillary works in Chikiti NAC under State Plan,Construction of ESR Zonal water supply with other ancillary works in Chikiti NAC under State Plan,Please refer Tender documents. ,NA ,"3,91,31,000",Civil Works - Water Works,NA ,Tender,120.0,360.0,Chikiti,761010.0,Chatrapur ,"Office of the Additional Chief Engineer, P.H.Circle Berhampur functioning at Chatrapur ",10-Oct-2025 12:30 PM ,Chatrapur,No ,No,AOC
2,3130669,ASHISH MOHANTY,16-Oct-2025 12:53 PM,Rejected-AOC,Accepted,30-Jan-2026 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,AOC
3,3131203,BIJAN ROUT,16-Oct-2025 03:14 PM,Accepted-AOC,Accepted,30-Jan-2026 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
4,3131120,DURYODHAN KAMAR,16-Oct-2025 03:58 PM,Rejected-AOC,Accepted,30-Jan-2026 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3131096,KAPIL CONSTRUCTION CO.,16-Oct-2025 03:05 PM,Rejected-Technical,Technically Disqualified,30-Dec-2025 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3129600,M/S SABITA ENTERPRISES,16-Oct-2025 01:08 PM,Rejected-AOC,Accepted,30-Jan-2026 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3131141,NETRANANDA SWAIN,16-Oct-2025 03:55 PM,Rejected-AOC,Accepted,30-Jan-2026 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3129875,PABITRA RANJAN SAHOO,15-Oct-2025 06:00 PM,Rejected-AOC,Accepted,30-Jan-2026 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3107733,P. G. Construction,16-Oct-2025 05:04 PM,Rejected-AOC,Accepted,30-Jan-2026 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3128246,PRANAB KUMAR PATRA,14-Oct-2025 07:28 PM,Rejected-Technical,Technically Disqualified,30-Dec-2025 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
