S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3144740.0,RAKESH RANJAN MUDULI,INR,"5,209,827.432",Technical,ok,Sunanda Kisan,27-Oct-2025 12:07 PM,,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,2025_CERWI_119500_1,ONLINE-BGH-09 OF 2025-26,Construction of R.I. Office cum Residence Building at Kharmunda for the year 2025-26 in the district of Bargarh .,Executive Engineer,Internal,"EE,DAO,EE ESTIMATOR,AE ESTIMATOR",Kumarmani Kishan,18-Jan-2026 06:34 PM,finsummary_556052.pdf (192.45 KB),Executive Engineer,Internal,"EE,DAO,AEE ESTIMATOR,AE ESTIMATOR",Kumarmani Kishan,31-Oct-2025 12:51 PM,31-Oct-2025 05:00 PM,techsummary_556052.pdf (192.45 KB),Finance,ok,Sunanda Kisan,31-Oct-2025 05:44 PM,,BOQ Comparative Chart,1,3147004,BINDIA KAR,23-Oct-2025 09:45 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,18-Jan-2026 06:34 PM,19-Jan-2026,"INR 5,209,827.432",180.0,Kumarmani Kishan,18-Jan-2026 06:39 PM,67.pdf (294.00 KB),AOC,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,ONLINE-BGH-09 OF 2025-26,2025_CERWI_119500_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, PAN Card, Valid GSTIN, Affidavit, No Relation Certificate As per DTCN.",15-Oct-2025 11:00 AM,27-Oct-2025 11:00 AM,15-Oct-2025 11:00 AM,24-Oct-2025 05:00 PM,15-Oct-2025 11:00 AM ,24-Oct-2025 04:00 PM ,15-Oct-2025 11:00 AM,24-Oct-2025 05:00 PM,31-Oct-2025 05:00 PM,"61,285",Yes,percentage,1.0%,Nil,Nil,Construction of R.I. Office cum Residence Building at Kharmunda for the year 2025-26 in the district of Bargarh .,Construction of R.I. Office cum Residence Building at Kharmunda for the year 2025-26 in the district of Bargarh .,NA ,NA ,"61,28,488",Civil Works - Buildings,NA ,Tender,90.0,180.0,Bargarh,768028.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BARAGARH",No ,No,1.0,ICICI BANK,Executive Engineer,"RURAL WORKS DIVISION, BARAGARH","10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3146507,PRASANTA KUMAR JENA,23-Oct-2025 06:36 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,18-Jan-2026 06:34 PM,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3144740,RAKESH RANJAN MUDULI,23-Oct-2025 07:33 PM,Accepted-AOC,SUCCESSFUL BIDDER,18-Jan-2026 06:39 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3146455,SHIBASHISH PRADHAN,23-Oct-2025 06:19 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,18-Jan-2026 06:34 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3147436,S K CONSTRUCTION PROP. SOURAV KUMAR KAR,24-Oct-2025 07:11 AM,Rejected-Finance,UNSUCCESSFUL BIDDER,18-Jan-2026 06:34 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
