Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Executive Officer,Internal,Assistant Engineer,BALAYA DEHURY,27-Jan-2026 01:57 PM,techsummary_569611.pdf (217.75 KB),1,3309256,AJAYA KUMAR ROUT,16-Dec-2025 07:03 PM,Rejected-AOC,Reject,27-Jan-2026 02:12 PM,27-Jan-2026,"INR 206,805",30.0,BALAYA DEHURY,27-Jan-2026 02:12 PM,workorder8.pdf (1124.00 KB),work order,Finance,Twelve bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified,BALAYA DEHURY,24-Dec-2025 02:53 PM,finance_569611.pdf,BOQ Comparative Chart,1.0,3313104.0,RASHMI RANJAN PANDA,INR,"206,805",Municipal Bodies||Athgarh NAC,2025_ORULB_122613_8,ATH-NAC-02/2025-26,"Construction of RCC coverslabs from Siba Temple to Rabi Narayan Bhanja house in ward no.15, NAC Athgarh",Executive Officer,Internal,Assistant Engineer,BALAYA DEHURY,27-Jan-2026 02:02 PM,finsummary_569611.pdf (217.75 KB),AOC,"2,360",0.0,Nil,Nil,No,1.0,ICICI BANK,EXECUTIVE OFFICER,"Executive Officer, Athgarh NAC",Municipal Bodies||Athgarh NAC,ATH-NAC-02/2025-26,2025_ORULB_122613_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of RCC coverslabs from Siba Temple to Rabi Narayan Bhanja house in ward no.15, NAC Athgarh","Construction of RCC coverslabs from Siba Temple to Rabi Narayan Bhanja house in ward no.15, NAC Athgarh",Please refer Tender documents. ,NA ,"2,06,833",Civil Works - Canal,NA ,Tender,90.0,NA ,Athgarh NAC,754029.0,NA ,NA ,NA ,Athgarh NAC,No ,No,"2,068",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,08-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,NA ,NA ,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,AOC
,,,,,,2,3304790,JIBAN RANJAN MOHANTY,15-Dec-2025 05:56 PM,Rejected-AOC,Reject,27-Jan-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,AS PER BOQ,,,,,,,,,AOC
,,,,,,3,3309692,MINATI JENA,16-Dec-2025 09:28 PM,Rejected-AOC,Reject,27-Jan-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3302091,"M/S. AMIT CONSTRUCTION, PROP. AMIT MOHAMANSINGH",14-Dec-2025 09:12 PM,Rejected-AOC,Reject,27-Jan-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3312352,M/S. RAJ RIYANSH CONSTRUCTIONS,17-Dec-2025 08:00 PM,Rejected-AOC,Reject,27-Jan-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3309876,NARESH KUMAR ROUT,16-Dec-2025 10:39 PM,Rejected-AOC,Reject,27-Jan-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3312864,Pradyumna Mohanty,17-Dec-2025 11:57 PM,Rejected-AOC,Reject,27-Jan-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3313104,RASHMI RANJAN PANDA,18-Dec-2025 09:09 AM,Accepted-AOC,Accepted,27-Jan-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3310208,SUJIT KUMAR MAHAMANSINGH,17-Dec-2025 09:55 AM,Rejected-AOC,Reject,27-Jan-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3313478,TARAMANI SETHI,18-Dec-2025 12:06 PM,Rejected-AOC,Reject,27-Jan-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
