Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
EXECUTIVE ENGINEER,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,02-Jan-2026 01:16 PM,techsummary_552699.pdf (982.88 KB),02-Jan-2026,"INR 1,213,433",60.0,SUJIT KUMAR MOHANTY,02-Jan-2026 01:19 PM,KaradiRajesh.pdf (983.00 KB),Work order and agreement completed,1,3088757,AGRAWALLA POWER INFRASTRUCTURE,21-Sep-2025 06:21 PM,Rejected-Technical,Rejected,02-Jan-2026 01:16 PM,Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,23-Sep-2025 03:25 PM,finance_552699.pdf,BOQ Comparative Chart,1.0,3090405.0,RAJESH KUMAR SAHOO,INR,"1,213,433","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_117999_18,BID NO-2170/2025-26 DT.08.09.2025,REVIVAL AND RE-ENERGISATION OF KARADI-I LIP UNDER PURI SADAR BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,EXECUTIVE ENGINEER,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,02-Jan-2026 01:18 PM,finsummary_552699.pdf (982.88 KB),AOC,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,Yes,REVIVAL AND RE-ENERGISATION OF KARADI-I LIP UNDER PURI SADAR BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF KARADI-I LIP UNDER PURI SADAR BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Please refer tender docuemnts ,NA ,"14,27,400",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,PURI SADAR,752001.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,15-Sep-2025 12:00 PM,23-Sep-2025 11:00 AM,15-Sep-2025 12:00 PM,22-Sep-2025 05:00 PM,15-Sep-2025 12:00 PM ,20-Sep-2025 05:00 PM ,15-Sep-2025 12:00 PM,22-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,"14,274",Yes,percentage,1.0%,Nil,Nil,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-2170/2025-26 DT.08.09.2025,2025_OLIC_117999_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EE LI DIVISION BHUBANESWAR,EE LI DIVISION BHUBANESWAR,AOC
,,,,,,,,,,,,,2,3093444,ALOK KUMAR SETHY,22-Sep-2025 09:51 AM,Rejected-Technical,Rejected,02-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3091185,HAREKRUSHNA ROUT,20-Sep-2025 06:28 PM,Rejected-Technical,Rejected,02-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3095243,ISWAR CHANDRA PARIDA,22-Sep-2025 04:12 PM,Rejected-Technical,Rejected,02-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3093476,JITENDRA SARANGI,22-Sep-2025 01:52 PM,Rejected-Technical,Rejected,02-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3094445,MAA DRAUPADI ENTERPRISES PROP. PRIYAJEET BISWAL,22-Sep-2025 01:37 PM,Rejected-Technical,Rejected,02-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3095167,M/S. BALIYARSINGH ELECTRICAL ENGINEERING & CONSTRUCTION,22-Sep-2025 04:13 PM,Rejected-Technical,Rejected,02-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3090405,RAJESH KUMAR SAHOO,22-Sep-2025 03:44 PM,Accepted-AOC,Work order and agreement completed,02-Jan-2026 01:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3095138,SK SOAEB ALLI,22-Sep-2025 04:21 PM,Rejected-Technical,Rejected,02-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3094627,S.R CONSTRUCTIONS PROP-SUJATA RAY,22-Sep-2025 01:53 PM,Rejected-Technical,Rejected,02-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
