Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,"6Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,13-Sep-2025 01:55 PM,finance_551397.pdf,BOQ Comparative Chart,1.0,3076748.0,KK SERVICE,INR,"2,535,355",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_117661_3,SE RandB Divn No.I-BAM-04/2025-26,Provision of annual comprehensive maintenance contract of fire-fighting alarm system at SDH OPD (G plush 5) Hinjilicut.,Superintending Engineer Ganjam (R and B) Division No.I Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,06-Jan-2026 04:09 PM,finsummary_551397.pdf (2039.11 KB),Superintending Engineer Ganjam (R and B) Division No.I Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,06-Jan-2026 04:06 PM,techsummary_551397.pdf (2039.11 KB),06-Jan-2026,"INR 2,535,355",365.0,Somanath Tripathy,06-Jan-2026 04:16 PM,646.pdf (2039.00 KB),Contract awarded to Sri/Smt K.K. Services,1,3076748,KK SERVICE,11-Sep-2025 06:05 PM,Accepted-AOC,Win in Lottery,06-Jan-2026 04:16 PM,AOC,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.",Provision of annual comprehensive maintenance contract of fire-fighting alarm system at SDH OPD (G plush 5) Hinjilicut.,Provision of annual comprehensive maintenance contract of fire-fighting alarm system at SDH OPD (G plush 5) Hinjilicut.,Please refer Tender documents. ,NA ,"29,82,420",Electrical Works,NA ,Tender,90.0,365.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,"29,900",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-04/2025-26,2025_EICCL_117661_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,04-Sep-2025 06:55 PM,13-Sep-2025 11:30 AM,04-Sep-2025 06:55 PM,12-Sep-2025 04:00 PM,04-Sep-2025 06:55 PM ,12-Sep-2025 04:00 PM ,04-Sep-2025 06:55 PM,12-Sep-2025 04:00 PM,1.0,"DTCN, Modification",Other,,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3076730,M/S FIRESTOP SALES AND SERVICES,12-Sep-2025 11:32 AM,Rejected-Technical,Proper Document not furnished,06-Jan-2026 04:06 PM,AOC,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3072757,M/S OM CONSTRUCTION,10-Sep-2025 06:53 PM,Rejected-Technical,Proper Document not furnished,06-Jan-2026 04:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3076788,S R INDUSTRIES,11-Sep-2025 06:28 PM,Rejected-AOC,Reject in Lottery,06-Jan-2026 04:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3077298,TOSHALI INDUSTRIES PRIVATE LIMITED,12-Sep-2025 12:16 PM,Rejected-Technical,Proper Document not furnished,06-Jan-2026 04:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3076989,TRANSTECH SOLUTION,12-Sep-2025 03:38 PM,Rejected-Technical,Proper Document not furnished,06-Jan-2026 04:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
