Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
01-Nov-2025 03:55 PM,07-Nov-2025 11:00 AM,01-Nov-2025 03:55 PM,06-Nov-2025 05:00 PM,01-Nov-2025 03:55 PM ,04-Nov-2025 05:00 PM ,01-Nov-2025 03:55 PM,06-Nov-2025 05:00 PM,"12,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",Superintending Engineer,"Rural Works Division,Jajpur","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,Tender Online 05 JJPT of 2025-26,2025_CERWI_120455_43,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S/R to Boundary wall for B type Quarter of commandant residence of 3rd IRBn at Kalinganagar,Jajpur for the year 2025-26","S/R to Boundary wall for B type Quarter of commandant residence of 3rd IRBn at Kalinganagar,Jajpur for the year 2025-26",Please refer Tender documents. ,NA ,"12,57,213",Civil Works - Roads,NA ,Tender,90.0,30.0,JAJPUR,755007.0,NA ,NA ,NA ,"RURAL WORKS DIVISION,JAJPUR",No ,No,AOC,SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Swarna Prava Jena,21-Jan-2026 01:15 PM,finsummary_560984.pdf (459.01 KB),SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Swarna Prava Jena,20-Jan-2026 01:27 PM,techsummary_560984.pdf (459.01 KB),22-Jan-2026,"INR 1,068,756.4",30.0,Swarna Prava Jena,28-Jan-2026 03:42 PM,05.pdf (459.00 KB),AWARD OF CONTRACT,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,2025_CERWI_120455_43,Tender Online 05 JJPT of 2025-26,"S/R to Boundary wall for B type Quarter of commandant residence of 3rd IRBn at Kalinganagar,Jajpur for the year 2025-26",1.0,3182582.0,SARATA CHANDRA MISHRA,INR,"1,068,756.4",1,3182650,Akshaya Kumar Patra,04-Nov-2025 09:39 PM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,Finance,17 Nos. of Bidders,Truptimayee Pradhan,07-Nov-2025 02:00 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3185980,ASHOK DALAI,05-Nov-2025 07:41 PM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3188399,DILLIP KUMAR SAMAL,06-Nov-2025 12:48 PM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3188326,HARIHAR BISWAL,06-Nov-2025 12:36 PM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3187121,MAHABIR CONSTRUCTION,06-Nov-2025 04:29 PM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3185593,M/S. JAGANNATH ENTERPRISES,05-Nov-2025 09:20 PM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3190012,M/S JMJ ENTERPRISES,06-Nov-2025 04:26 PM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3182827,M/S SANU ELECTRICALS AND CONSTRUCTION PROP PRAKASH KUMAR SWAIN,05-Nov-2025 12:18 PM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3182111,PADMANAV MALLICK,06-Nov-2025 11:02 AM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3180949,PRAKASH KUMAR DASH,04-Nov-2025 02:08 PM,Rejected-AOC,Not Qualify,28-Jan-2026 03:42 PM,,,,,,,AOC
