Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
30-Oct-2025 05:00 PM,06-Nov-2025 05:30 PM,30-Oct-2025 05:00 PM,06-Nov-2025 05:00 PM,30-Oct-2025 05:00 PM ,06-Nov-2025 03:00 PM ,30-Oct-2025 05:00 PM,06-Nov-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,"5,040",Yes,percentage,1.0%,Nil,Nil,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",S/R to Baladia School RD Road to Nuajhalia via Baldia Rukuni- Bhurungasole Road,S/R to Baladia School RD Road to Nuajhalia via Baldia Rukuni- Bhurungasole Road,Please refer Tender documents. ,NA ,"5,04,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,07Online)/RWD/BPD/2025-26,2025_CERWI_120269_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,1.0,ICICI BANK,AOC,R.Pradhan,Internal,,Rajesh Pradhan,06-Jan-2026 04:53 PM,techsummary_559528.pdf (195.53 KB),R.Pradhan,Internal,,Rajesh Pradhan,06-Jan-2026 04:56 PM,finsummary_559528.pdf (195.53 KB),Finance,.,Rajesh Pradhan,06-Jan-2026 04:50 PM,finance_559528.pdf,BOQ Comparative Chart,06-Jan-2026,"INR 428,523.11",30.0,Rajesh Pradhan,06-Jan-2026 05:03 PM,142.pdf (706.00 KB),1,3178520,ABHIRAM DAS,05-Nov-2025 09:09 AM,Rejected-AOC,unsuccessful tenderer,06-Jan-2026 05:03 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120269_30,07Online)/RWD/BPD/2025-26,S/R to Baladia School RD Road to Nuajhalia via Baldia Rukuni- Bhurungasole Road,1.0,3175527.0,PRATAP CHANDRA MOHANTA,INR,"428,523",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3185953,AJAY KUMAR GIRI,06-Nov-2025 03:49 PM,Rejected-AOC,unsuccessful tenderer,06-Jan-2026 05:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3180020,BIJAN KUMAR NAYAK,06-Nov-2025 06:57 AM,Rejected-AOC,unsuccessful tenderer,06-Jan-2026 05:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3184686,MANORANJAN UPADHAYAYA,06-Nov-2025 12:30 PM,Rejected-AOC,unsuccessful tenderer,06-Jan-2026 05:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3182851,PRADEEP KUMAR MAHANTY,05-Nov-2025 02:29 AM,Rejected-AOC,unsuccessful tenderer,06-Jan-2026 05:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3184708,PRADIP KUMAR SINGHA,05-Nov-2025 03:37 PM,Rejected-AOC,unsuccessful tenderer,06-Jan-2026 05:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3175527,PRATAP CHANDRA MOHANTA,04-Nov-2025 08:11 PM,Accepted-AOC,Lottery winner,06-Jan-2026 05:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3186125,RABI NARAYAN DIABAG,06-Nov-2025 04:31 PM,Rejected-AOC,unsuccessful tenderer,06-Jan-2026 05:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3180538,SANTOSH KUMAR GIRI,04-Nov-2025 12:59 PM,Rejected-AOC,unsuccessful tenderer,06-Jan-2026 05:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3185624,SUMEGHA SAHU,05-Nov-2025 07:16 PM,Rejected-AOC,unsuccessful tenderer,06-Jan-2026 05:03 PM,,,,,,,,,,AOC
