S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage
1,3241178,BANESWAR MUNDA,20-Nov-2025 01:02 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:15 PM,1.0,3236450.0,NABIN KUMAR MISHRA,INR,"3,242,033",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,2025_CERWI_121181_11,SERWDGH-Online-04 of 2025-26,Periodical Maintenance of road from Saruali to - Baidharnagar under AMP 2025-26 in the district of Deogarh,31-Jan-2026,"INR 3,242,033",30.0,Subash Chandra Besra,31-Jan-2026 01:15 PM,agt.pdf (117.00 KB),Finance,All are accepted,Subash Chandra Besra,25-Nov-2025 01:46 PM,,BOQ Comparative Chart,SE,Internal,,Subash Chandra Besra,31-Jan-2026 01:11 PM,finsummary_563822.pdf (116.93 KB),SE,Internal,,Subash Chandra Besra,31-Jan-2026 01:07 PM,techsummary_563822.pdf (116.93 KB),AOC,13-Nov-2025 09:00 AM,21-Nov-2025 11:00 AM,13-Nov-2025 09:00 AM,20-Nov-2025 05:00 PM,13-Nov-2025 09:00 AM ,19-Nov-2025 05:00 PM ,13-Nov-2025 09:00 AM,20-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Periodical Maintenance of road from Saruali to - Baidharnagar under AMP 2025-26 in the district of Deogarh,Road work,Please refer Tender documents. ,NA ,"38,13,708",Civil Works - Roads,NA ,Tender,90.0,30.0,Deogarh,768119.0,NA ,NA ,NA ,O/o the SE RW Division Deogarh,No ,No,"38,137",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,SERWDGH-Online-04 of 2025-26,2025_CERWI_121181_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SE RW Division Deogarh,O/o the SE RW Division Deogarh,1.0,ICICI BANK,AOC
2,3235982,BHAGABANA PRADHAN,18-Nov-2025 05:14 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,TCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
3,3241547,GAJENDRA PRASAD SAHU,20-Nov-2025 02:01 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3237238,Harena kumar Behera,19-Nov-2025 03:04 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3240134,KEDARA KUMAR PRADHAN,20-Nov-2025 08:14 AM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3232166,MUKESH KUMAR PANY,17-Nov-2025 02:51 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3236450,NABIN KUMAR MISHRA,18-Nov-2025 09:12 PM,Accepted-AOC,Drawn the agreement,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3242050,Nalini Meher,20-Nov-2025 03:57 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3238337,PRATAP KUMAR PANI,19-Nov-2025 03:00 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3239671,Ranjan Kumar Garnayak,20-Nov-2025 05:44 AM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
