Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
General Manager,Internal,Manager,Sridhar Pattnaik,21-Jan-2026 12:37 PM,techsummary_568255.pdf (37.82 KB),1,3293481,KBS EL-CONS & CONSULTANTS PRIVATE LIMITED,10-Dec-2025 04:28 PM,Rejected-AOC,Not selected through transparent lottery,21-Jan-2026 12:48 PM,21-Jan-2026,"INR 838,928",60.0,Sridhar Pattnaik,21-Jan-2026 12:48 PM,AOC.pdf (187.00 KB),AOC,1.0,3292881.0,SARADA TECHNO SERVICES,INR,"838,928",Finance,Summary,Sridhar Pattnaik,23-Dec-2025 12:51 PM,finance_568255.pdf,BOQ Comparative Chart,General Manager,Internal,Manager,Sridhar Pattnaik,21-Jan-2026 12:44 PM,finsummary_568255.pdf (37.82 KB),WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,2025_WDRKL_122300_1,GM WATCO/RKL-18/2025-26 dt.18.11.2025,Supply installation testing wiring and commissioning of transformer Stand Bye 250 KVA at Upper Basanti,AOC,"8,389",Yes,fixed,,Nil,Nil,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,GM WATCO/RKL-18/2025-26 dt.18.11.2025,2025_WDRKL_122300_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"G.M WATCO Division, Rourkela","G.M WATCO Division, Panposh, Rourkela",01-Dec-2025 11:00 AM,15-Dec-2025 12:30 PM,01-Dec-2025 11:00 AM,12-Dec-2025 05:00 PM,01-Dec-2025 11:00 AM ,10-Dec-2025 05:00 PM ,01-Dec-2025 11:00 AM,12-Dec-2025 05:00 PM,Supply installation testing wiring and commissioning of transformer Stand Bye 250 KVA at Upper Basanti,Supply installation testing wiring and commissioning of transformer Stand Bye 250 KVA at Upper Basanti,Please refer Tender documents. ,NA ,"8,38,928",Civil Works - Water Works,NA ,Tender,120.0,60.0,Rourkela,769004.0,NA ,NA ,NA ,"O/o G.M WATCO Division, Rourkela",No ,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender paper, EMD,PAN, GST, Certificate and other documents etc as per DTCN","7,080",Nil,Nil,No,AOC
,,,,,,2,3292881,SARADA TECHNO SERVICES,12-Dec-2025 11:31 AM,Accepted-AOC,Selected through transparent lottery,21-Jan-2026 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,AOC
