S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3054334.0,LAXMAN PIDIKA,INR,"3,276,374",Finance,bid opening,Avijit Barik,16-Sep-2025 04:21 PM,finance_549066.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,,Avijit Barik,16-Sep-2025 04:27 PM,finsummary_549066.pdf (390.14 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2025_CERWI_116773_1,SERWSBD Online 01 2025 26,Construction of Day Care Sub Centre Building at Nilabadi under Bandhugaon Block,Superintending Engineer,Internal,,Avijit Barik,16-Sep-2025 04:24 PM,techsummary_549066.pdf (537.72 KB),1,3052238,G SAIRAM,28-Aug-2025 01:20 PM,Rejected-AOC,Not qualified,01-Jan-2026 12:50 PM,08-Oct-2025,"INR 3,276,374",180.0,Avijit Barik,01-Jan-2026 12:50 PM,wodaynilabadi.pdf (915.00 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN",Superintending Engineer,"RURAL WORKS DIVISION, SUNABEDA",1,ICICI BANK,"38,600",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 01 2025 26,2025_CERWI_116773_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,14-Aug-2025 11:00 AM,30-Aug-2025 11:00 AM,14-Aug-2025 11:00 AM,29-Aug-2025 05:00 PM,14-Aug-2025 11:00 AM ,28-Aug-2025 05:00 PM ,14-Aug-2025 11:00 AM,29-Aug-2025 05:00 PM,Construction of Day Care Sub Centre Building at Nilabadi under Bandhugaon Block,Construction of Day Care Sub Centre Building at Nilabadi under Bandhugaon Block,NA ,NA ,"38,54,104",Civil Works - Buildings,NA ,Tender,90.0,180.0,Sunabeda,763001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, SUNABEDA",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3054334,LAXMAN PIDIKA,29-Aug-2025 01:02 PM,Accepted-AOC,Qualified,01-Jan-2026 12:50 PM,,,,,,,AOC,,,.xls,Boq,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
