Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R to R and B Road to Mangalchandi Road for the year 2025-26,S/R to R and B Road to Mangalchandi Road for the year 2025-26,Please refer Tender documents. ,NA ,"8,41,653",Civil Works - Roads,NA ,Tender,90.0,30.0,JAJPUR,755007.0,NA ,NA ,NA ,"RURAL WORKS DIVISION,JAJPUR",No ,No,31-Oct-2025 06:00 PM,07-Nov-2025 11:00 AM,31-Oct-2025 06:00 PM,06-Nov-2025 05:00 PM,31-Oct-2025 06:00 PM ,04-Nov-2025 05:00 PM ,31-Oct-2025 06:00 PM,06-Nov-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,Superintending Engineer,"Rural Works Division,Jajpur",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,Tender Online 05 JJPT of 2025-26,2025_CERWI_120455_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"8,500",Yes,fixed,,Nil,Nil,AOC,1,3182795,ADHIR KUMAR JENA,05-Nov-2025 01:23 PM,Rejected-AOC,Not Qualify,21-Jan-2026 01:10 PM,21-Jan-2026,"INR 715,489.64",30.0,Swarna Prava Jena,21-Jan-2026 01:10 PM,05.pdf (459.00 KB),AWARD OF CONTRACT,SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Swarna Prava Jena,21-Jan-2026 01:01 PM,techsummary_560561.pdf (459.01 KB),SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATER",Swarna Prava Jena,21-Jan-2026 01:06 PM,finsummary_560561.pdf (459.01 KB),CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,2025_CERWI_120455_7,Tender Online 05 JJPT of 2025-26,S/R to R and B Road to Mangalchandi Road for the year 2025-26,1.0,3182838.0,KAMALAKANTA JENA,INR,"715,489.64",Finance,12 Nos. of Bidder,Truptimayee Pradhan,11-Nov-2025 04:26 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,2,3180947,BISHNU CHARAN BEHERA,05-Nov-2025 12:46 PM,Rejected-AOC,Not Qualify,21-Jan-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3182838,KAMALAKANTA JENA,05-Nov-2025 02:47 PM,Accepted-AOC,Qualify,21-Jan-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3178921,LAXMIDHAR SAHOO,04-Nov-2025 07:48 PM,Rejected-AOC,Not Qualify,21-Jan-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3189408,M/S ANIL KUMAR SAMAL,06-Nov-2025 03:07 PM,Rejected-AOC,Not Qualify,21-Jan-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3175249,M/S BARUNESWAR TRADERS,04-Nov-2025 08:34 PM,Rejected-AOC,Not Qualify,21-Jan-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3189614,MS DEVANSH INFRA,06-Nov-2025 03:36 PM,Rejected-AOC,Not Qualify,21-Jan-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3188861,M/S MAA MANGALA CONSTRUCTION,06-Nov-2025 01:38 PM,Rejected-AOC,Not Qualify,21-Jan-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3187736,RAMA CHANDRA NAYAK,06-Nov-2025 11:23 AM,Rejected-AOC,Not Qualify,21-Jan-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3183707,SANTOSH KUMAR PADIHARI,05-Nov-2025 06:24 PM,Rejected-AOC,Not Qualify,21-Jan-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
