S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3271151.0,SUSANTA DAS,INR,"2,900,249.66",Technical,Opened,PRATYUSA KUMAR MALLA,13-Dec-2025 12:36 PM,,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,2025_OLIC_121931_43,EEDKL(OLIC)-03/2025-26,installation and Energisation of Dalasingimarthapur-II L.I.P under Gondia Block in Dhenkanal District.,EE,Internal,DAo estimator,BIJAY KUMAR TARAI,17-Jan-2026 07:09 PM,finsummary_567360.pdf (60.04 KB),EE,Internal,DAO Estimator,BIJAY KUMAR TARAI,21-Dec-2025 12:01 AM,22-Dec-2025 09:00 AM,techsummary_567360.pdf (110.49 KB),Finance,Openeing,BIJAY KUMAR TARAI,24-Dec-2025 01:26 PM,,BOQ Comparative Chart,1,3271012,SUSAMARANI ROUT,03-Dec-2025 05:22 PM,Rejected-Finance,L2 Bidder,17-Jan-2026 07:09 PM,17-Jan-2026,"INR 2,900,249.66",90.0,BIJAY KUMAR TARAI,17-Jan-2026 07:14 PM,Tech.pdf (60.00 KB),Awarded,AOC,"29,011",Yes,fixed,,Nil,Nil,installation and Energisation of Dalasingimarthapur-II L.I.P under Gondia Block in Dhenkanal District.,installation and Energisation of Dalasingimarthapur-II L.I.P under Gondia Block in Dhenkanal District.,Please refer Tender documents. ,NA ,"29,01,120",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"EE, LI Division, Dhenkanal",No ,No,1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD in online mode, RC, PAN, GST, Affidavit and others as per DTCN",Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,EEDKL(OLIC)-03/2025-26,2025_OLIC_121931_43,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,"EE, LI Division, Dhenkanal","EE, LI Division, Dhenkanal",27-Nov-2025 09:30 AM,05-Dec-2025 11:00 AM,27-Nov-2025 09:30 AM,04-Dec-2025 05:00 PM,NA ,NA ,27-Nov-2025 09:30 AM,04-Dec-2025 05:00 PM,22-Dec-2025 09:00 AM,"7,080",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3271151,SUSANTA DAS,03-Dec-2025 05:17 PM,Accepted-AOC,Awarded,17-Jan-2026 07:14 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
