EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"5,100",Yes,fixed,,Nil,Nil,"Superintending Engineer, MI Division, Padampur","O/o The Superintending Engineer, MI Division, Padampur, PIN-768036","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",SEMIDPDP_03_2025_26,2025_CEMIB_120791_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor RC, Orginal affidavits, GSTIN, NRC, EMD, PAN and if any other documents as per DTCN",Improvement to Bagduel Check Dam near G.P. Talpali in Gaisilet block Of Bargarh District Under Imp. To Check Dam Scheme For for the FY 2025-26.,Improvement to Bagduel Check Dam near G.P. Talpali in Gaisilet block Of Bargarh District Under Imp. To Check Dam Scheme For for the FY 2025-26.2025-26,As per DTCN ,NA ,"5,07,003",Civil Works - Others,NA ,Tender,90.0,90.0,Gaisilet Block,768037.0,NA ,NA ,NA ,"O/o The S. E. MI Division, Padampur",No ,No,06-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,06-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,06-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,AOC,16-Dec-2025,"INR 431,003",90.0,ARUN KUMAR JYOTRIMAYA,06-Jan-2026 10:29 AM,40Bagduel.pdf (816.00 KB),"The Work is awarded to Sri Gourahari Bhoi ""C"" Class Contractor vide Agtt. No.40P1/2025-26.The D.O.C and Completion as dt.16/12/2025 and 15/03/2026 for contract amount Rs.431003.00 With GST 18%",1,3220565,BALLABHI SAHU,19-Nov-2025 11:41 AM,Rejected-AOC,Rejected,06-Jan-2026 10:31 AM,Sri Arun Kumar Jyotrimaya,Internal,"Sri Arun Kumar Jyotrimaya, Superintending Engineer as Chairperson, Ashwani Mishra,DAO, Hemanta Kumar Marandi,AEE Estimator I/C,Samir Kumar Behera,JE Estimator",HEMANTA MARANDI,28-Nov-2025 08:16 PM,techsummary_562004.pdf (278.32 KB),Sri Arun Kumar Jyotrimaya,Internal,"Sri Arun Kumar Jyotrimaya, Superintending Engineer as Chairperson,Ashwani Mishra,DAO,Hemanta Kumar Marandi,AEE EstimatorI/C,Samir Kumar Behera,JE Estimator",Samir Kumar Behera,16-Dec-2025 08:23 PM,finsummary_562004.pdf (405.69 KB),"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",2025_CEMIB_120791_5,SEMIDPDP_03_2025_26,Improvement to Bagduel Check Dam near G.P. Talpali in Gaisilet block Of Bargarh District Under Imp. To Check Dam Scheme For for the FY 2025-26.,1.0,3238910.0,GOURAHARI BHOI,INR,"431,003",Finance,"Sri Arun Kumar Jyotrimaya,Superintending Engineer as Chairperson,Ashwani Mishra,DAO, Hemanta Kumar Marandi,AEE Estimator I/C,Samir Kumar Behera,JE Estimator",HEMANTA MARANDI,22-Nov-2025 06:20 PM,finance_562004.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3239554,CHANDRAKANTI SAHU,19-Nov-2025 09:04 PM,Rejected-AOC,Rejected,06-Jan-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3238910,GOURAHARI BHOI,19-Nov-2025 05:02 PM,Accepted-AOC,Accepted,06-Jan-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3238898,JAGADISH SAHU,20-Nov-2025 06:55 AM,Rejected-AOC,Rejected,06-Jan-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3237635,JALANDHAR DUDUKA,19-Nov-2025 12:28 PM,Rejected-AOC,Rejected,06-Jan-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3232827,JAYA JHANKAR,19-Nov-2025 12:59 PM,Rejected-AOC,Rejected,06-Jan-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3240177,KUMUDINI BARIHA,20-Nov-2025 09:01 AM,Rejected-AOC,Rejected,06-Jan-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3238192,LOKESH PUROHIT,19-Nov-2025 02:13 PM,Rejected-AOC,Rejected,06-Jan-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3239812,MANORANJAN PUROHIT,20-Nov-2025 02:24 PM,Rejected-AOC,Rejected,06-Jan-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3196033,Narayan Dash,08-Nov-2025 08:19 AM,Rejected-AOC,Rejected,06-Jan-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
