Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
19-Jan-2026,"INR 847,775.95",30.0,Nilamadhab Nag,19-Jan-2026 04:05 PM,14.pdf (370.00 KB),Work Order Issued,1,3312948,AMIT AGRAWAL,19-Dec-2025 12:20 PM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,Municipal Bodies||Kuchinda NAC,2025_ORULB_123154_22,KCDA/NAC-6/2025-26,Improvement of road from Patel Babu House towards Santoshini House in W.No-2,1.0,3316453.0,SHAKTI SWARUP MOHANTY,INR,"847,775.95",Finance,ok,Nilamadhab Nag,22-Dec-2025 01:18 PM,finance_571591.pdf,BOQ Comparative Chart,Pradyut kumar Mohanty,Internal,"B K Sa, N Nag, M Suna",Nilamadhab Nag,31-Dec-2025 03:31 PM,finsummary_571591.pdf (923.50 KB),Pradyut Kumar Mohanty,Internal,"B K Sa,N Nag,Manaranjan Suna",Nilamadhab Nag,30-Dec-2025 04:14 PM,techsummary_571591.pdf (923.50 KB),AOC,"8,478",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,Improvement of road from Patel Babu House towards Santoshini House in W.No-2,Improvement of road from Patel Babu House towards Santoshini House in W.No-2,As per DTCN ,NA ,"8,47,776",Civil Works - Roads,NA ,Tender,90.0,30.0,Ward No-2 NAC Kuchinda,768222.0,NA ,NA ,NA ,Office of the NAC Kuchinda,No ,No,Executive Officer,"NAC KUCHINDA,AT/PO-KUCHINDA,DIST-SAMBALPUR",13-Dec-2025 10:00 AM,20-Dec-2025 10:00 AM,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,13-Dec-2025 10:00 AM ,19-Dec-2025 05:30 PM ,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,Municipal Bodies||Kuchinda NAC,KCDA/NAC-6/2025-26,2025_ORULB_123154_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,2,3316465,ANANTA NARAYAN BEHERA,19-Dec-2025 12:03 PM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3317852,BIKASH KUMAR NAYAK,19-Dec-2025 05:11 PM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3310405,BINAPANI PATEL,19-Dec-2025 09:46 AM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3318009,BISHAL AGRAWAL,19-Dec-2025 06:11 PM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3315960,GOVIND MEHER,19-Dec-2025 04:43 PM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3315805,KAPILASH NAYAK,19-Dec-2025 12:52 AM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3312395,KULAMANI SAHANSIA,18-Dec-2025 11:48 AM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3317358,LAXMI AGRAWAL,19-Dec-2025 03:18 PM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3317345,Sanjit Kumar Sharma,19-Dec-2025 03:07 PM,Rejected-AOC,Rejected,19-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
