Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"SE, M.I.DIVISION, SAMBALPUR",At Motijharan PO B.S.S.Nagar Dist Sambalpur PIN 768001,"37,966",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR","SE,MID,SBP/08/2025-26",2025_CEMIB_121022_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,10-Nov-2025 02:30 PM,18-Nov-2025 10:00 AM,10-Nov-2025 02:30 PM,17-Nov-2025 05:30 PM,NA ,NA ,10-Nov-2025 02:30 PM,17-Nov-2025 05:30 PM,Improvement to Govindpur MIP in Rairakhol Block of Sambalpur District under Improvement to Tanks and MIPs 2025-26.,Improvement to Govindpur MIP in Rairakhol Block of Sambalpur District under Improvement to Tanks and MIPs 2025-26.,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN  ",NA ,"37,96,625",Civil Works - Others,NA ,Tender,90.0,120.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE, M.I.DIVISION, SAMBALPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN",AOC,1,3231286,AMAR KUMAR SINGH,17-Nov-2025 12:05 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,18-Dec-2025,"INR 3,227,510.8",120.0,Kundan Singh Naik,20-Jan-2026 12:42 PM,4.pdf (485.00 KB),Work awarded to Sri Mukesh Kumar Kudei B Class Engg Contractor,SE KS NAIK,Internal,AEE AE DAO,Kundan Singh Naik,27-Nov-2025 06:39 PM,techsummary_563142.pdf (1802.88 KB),SE KS NAIK,Internal,AEE AE DAO,Kundan Singh Naik,27-Nov-2025 07:12 PM,finsummary_563142.pdf (659.35 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR",2025_CEMIB_121022_4,"SE,MID,SBP/08/2025-26",Improvement to Govindpur MIP in Rairakhol Block of Sambalpur District under Improvement to Tanks and MIPs 2025-26.,1.0,3231605.0,Mukesh Kumar Kudei,INR,"3,227,510.8",Finance,Admitted,Kundan Singh Naik,27-Nov-2025 05:51 PM,,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,2,3223822,APU PRADHAN,14-Nov-2025 11:46 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3221491,ARIN PRADHAN,13-Nov-2025 02:29 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3228551,ARUN KUMAR DEHURY,16-Nov-2025 07:40 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3230882,ASHUTOSH BADAMALI,17-Nov-2025 10:30 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3230174,BADRINATH BHOI,16-Nov-2025 09:12 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3231601,Bikash Chandra Dash,17-Nov-2025 12:49 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3218577,BISWARANJAN PRADHAN,12-Nov-2025 06:15 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3225599,CHANDRIKA BEHERA,14-Nov-2025 05:32 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3221597,DEBI PRASAD MOHARANA,13-Nov-2025 02:54 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
