Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3225751,DUSHMANTA KUMAR SAHU,17-Nov-2025 10:37 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3231234,EKADUSHI NAIK,17-Nov-2025 11:42 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3226944,GAGAN BIHARI DASH,15-Nov-2025 12:22 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3231967,GOBINDA CHANDRA SAHU,17-Nov-2025 01:44 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3231267,GYANARANJAN MOHANTY,17-Nov-2025 11:57 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3232150,JAYAKISHAN AGRAWALA,17-Nov-2025 02:10 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3232379,JITENDRIYA PRADHAN,17-Nov-2025 02:53 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3230576,JYOTIRANJAN PRADHAN,17-Nov-2025 08:10 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3232211,KOMAL AGRAWALA,17-Nov-2025 02:21 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3226790,MADHAB PRADHAN,15-Nov-2025 11:45 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3231605,Mukesh Kumar Kudei,17-Nov-2025 12:51 PM,Accepted-AOC,Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3232187,Narendra Kumar Sahoo,17-Nov-2025 02:15 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3232419,NARENDRA PRADHAN,17-Nov-2025 03:12 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3230152,NATABARA MEHER,16-Nov-2025 08:38 PM,Rejected-Technical,Rejected due to 2 nd Lowest,27-Nov-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3230518,NUTAN KUMAR PRADHAN,17-Nov-2025 07:33 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3230590,Pankajini Pradhan,17-Nov-2025 08:26 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3230103,PARSURAM KHAMARI,17-Nov-2025 01:09 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3227046,PRADEEP KUMAR PRADHAN,15-Nov-2025 12:30 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3229068,PUSPANJALI DEHURI,16-Nov-2025 12:23 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3233061,Qamil Hussain,17-Nov-2025 04:54 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3232134,REETANJALI PRADHAN,17-Nov-2025 02:05 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3232135,SAMBIT KUMAR BEHERA,17-Nov-2025 02:25 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3230061,SANDHYARANI SAHU,16-Nov-2025 08:01 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3228467,SANJAYA SAHOO,15-Nov-2025 09:19 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,3228442,SATYANARAYAN PRADHAN,15-Nov-2025 09:02 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,3232498,Sawan Kumar Sahu,17-Nov-2025 03:16 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,3227018,SHREEMA PRADHAN,15-Nov-2025 12:47 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,3221759,SISIRA KANTA NAIK,13-Nov-2025 03:26 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,3232941,SNEHALATA SARANGI,17-Nov-2025 04:33 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,3230961,SUBRAT KUMAR HOTA,17-Nov-2025 10:46 AM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,41,3225530,SUDHIR KUMAR RAUL,14-Nov-2025 05:17 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,42,3228473,SUMAN KUMAR DEHURY,15-Nov-2025 09:26 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,43,3228454,SUNITA MISHRA,15-Nov-2025 09:11 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,44,3228549,UMAKANTA SWAIN,17-Nov-2025 03:20 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,45,3225343,YANGESWAR PRADHAN,14-Nov-2025 04:25 PM,Rejected-AOC,Not Selected vide transparent lottery,20-Jan-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
