Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Superintending Engineer Ganjam (R and B) Division No.I Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,27-Jan-2026 01:39 PM,techsummary_555277.pdf (541.43 KB),1,3130131,CHINMAYA KUMAR PRAHARAJ,15-Oct-2025 08:18 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,27-Jan-2026,"INR 498,630",365.0,Somanath Tripathy,27-Jan-2026 01:50 PM,723.pdf (541.00 KB),Contract Awarded to Sri/Smt Nikhel Kumar Sahu,Finance,"16Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,18-Oct-2025 04:13 PM,finance_555277.pdf,BOQ Comparative Chart,1.0,3129200.0,NIKHEL KUMAR SAHU,INR,"498,630",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_119149_6,SE RandB Divn No.I-BAM-15/2025-26,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at Psychiatric, Skin Department and Fire Station MKCG, MC and H Berhampur",Superintending Engineer Ganjam (R and B) Division No.I Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,27-Jan-2026 01:44 PM,finsummary_555277.pdf (541.43 KB),AOC,1.0,ICICI BANK,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at Psychiatric, Skin Department and Fire Station MKCG, MC and H Berhampur","Comprehensive Electrical maintenance for wiring and Electrical Accessory at Psychiatric, Skin Department and Fire Station MKCG, MC and H Berhampur",Please refer Tender documents. ,NA ,"5,86,554",Electrical Works,NA ,Tender,90.0,365.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,"4,000",0.0,Nil,Nil,No,10-Oct-2025 11:30 AM,17-Oct-2025 11:30 AM,10-Oct-2025 11:30 AM,16-Oct-2025 04:00 PM,10-Oct-2025 11:30 AM ,16-Oct-2025 04:00 PM ,10-Oct-2025 11:30 AM,16-Oct-2025 04:00 PM,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-15/2025-26,2025_EICCL_119149_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Change in DTCN,Technical Bid,,"5,900",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.",AOC
,,,,,,2,3131127,Debabrata Panda,16-Oct-2025 03:29 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,3,3130846,Instrument & Control,16-Oct-2025 01:34 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3130951,JAGANNATH PATTNAIK,16-Oct-2025 01:26 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3130284,KANHU CHARAN MAHAPATRA,15-Oct-2025 10:32 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3130238,MAA TARATARINI ELECTRICALS,15-Oct-2025 09:42 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3128234,M/s BINAYAK AGENCY,14-Oct-2025 07:18 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3131067,M/s. Maa Trishakti Traders,16-Oct-2025 02:09 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3130310,M/s MARUTI ASSOCIATES,15-Oct-2025 10:19 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3129200,NIKHEL KUMAR SAHU,15-Oct-2025 01:14 PM,Accepted-AOC,Win in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3128544,SANJIT KUMAR PATTNAIK,14-Oct-2025 10:20 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3126692,SHIBASHIS PANIGRAHI,14-Oct-2025 07:07 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3130030,Sidhesh Prasad Sahu,16-Oct-2025 01:33 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,3130499,S.N.Mohapatra / Sachidananda Mohapatra,16-Oct-2025 01:53 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,3126792,SUJIT KUMAR NAHAK,13-Oct-2025 08:05 PM,Rejected-AOC,Reject in Lottery,27-Jan-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16,3129167,VACRON TECHNOLOGY PRIVATE LIMITED,15-Oct-2025 01:13 PM,Rejected-Technical,Proper Document not furnished,27-Jan-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
