Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
28-Oct-2025 04:00 PM,06-Nov-2025 05:30 PM,28-Oct-2025 04:00 PM,06-Nov-2025 05:00 PM,28-Oct-2025 04:00 PM ,06-Nov-2025 03:00 PM ,28-Oct-2025 04:00 PM,06-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, RC, PAN, GSTIN, Affidavits and other required documents as per DTCN.",1.0,ICICI BANK,SE RWD Udala,SE RWD Udala,Repair to HL Bridge over Arikul Nallah on Mahalibasa to Agnikumari Road for the year 2025-26.,Repair to HL Bridge over Arikul Nallah on Mahalibasa to Agnikumari Road for the year 2025-26.,Please refer Tender documents. ,NA ,"10,08,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,01(Onilne)/RWD/UDALA/2025-26,2025_CERWI_120111_54,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Date Corrigendum,Date,,"6,000",0.0,Nil,Nil,No,"10,080",Yes,percentage,1.0%,Nil,Nil,AOC,SE RWD Udala,Internal,,Haripriya Behera,07-Jan-2026 08:15 AM,techsummary_558660.pdf (1320.01 KB),SE RWD Udala,Internal,,Haripriya Behera,07-Jan-2026 08:19 AM,finsummary_558660.pdf (1320.01 KB),Finance,22 Nos of bidders admitted,Haripriya Behera,07-Jan-2026 08:13 AM,,BOQ Comparative Chart,07-Jan-2026,"INR 857,023",30.0,Haripriya Behera,07-Jan-2026 08:23 AM,No54A.pdf (803.00 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_120111_54,01(Onilne)/RWD/UDALA/2025-26,Repair to HL Bridge over Arikul Nallah on Mahalibasa to Agnikumari Road for the year 2025-26.,1.0,3181134.0,SANJAY KUMAR PUHAN,INR,"857,023",1,3169281,BABITA PATRA,01-Nov-2025 10:08 AM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Revised DTCN,Other,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3182608,BISHESWAR ROUT,04-Nov-2025 09:26 PM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3179355,BRAHMANANDA SAHU,04-Nov-2025 09:41 PM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3175619,MAA JAGADHATRI LCCS LTD,02-Nov-2025 09:27 PM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3179915,MANAS RANJAN BARIK,04-Nov-2025 03:24 PM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3185276,MANORANJAN UPADHAYAYA,06-Nov-2025 02:08 PM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3179334,PRADEEP KUMAR MAHANTY,04-Nov-2025 12:18 AM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3173588,PRAMOD KUMAR CHOUDHURY,03-Nov-2025 07:20 PM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3174775,PRAMOD KUMAR GIRI,03-Nov-2025 07:40 PM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3176692,PRAVAKAR SAHU,04-Nov-2025 01:01 PM,Rejected-AOC,L1,07-Jan-2026 08:24 AM,AOC
