Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"S.E, R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,14-Nov-2025 03:41 PM,15-Nov-2025 03:00 PM,techsummary_553651.pdf (885.71 KB),Finance,Tender open by technical committee,Priyadarshini Balsamanta,06-Jan-2026 09:09 AM,finance_553651.pdf,BOQ Comparative Chart,06-Jan-2026,"INR 499,481",270.0,Priyadarshini Balsamanta,06-Jan-2026 09:23 AM,WO.pdf (1313.00 KB),1,3102430,BIRANCHI NARAYAN PATRA,29-Sep-2025 08:53 PM,Rejected-Technical,Affidavit regarding Electrical contract and Tender Abandoned Not Furnished,14-Nov-2025 03:41 PM,1.0,3112237.0,DIPTIREKHA BEHERA,INR,"4,999,481",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_118475_1,RWD CTC-05/2025-26,"Construction of proposed Class Room Hall at Govindpur Higher Secondary, Govindpur in the District of Cuttack for the year 2024-25",Technical,Tender open by technical committee held on dt.08.10.2025,Priyadarshini Balsamanta,09-Oct-2025 01:53 PM,technical_553651.pdf,"S.E, R.W.Division, Cuttack",Internal,,Priyadarshini Balsamanta,06-Jan-2026 09:19 AM,finsummary_553651.pdf (1376.67 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, GSTIN, EMD, PAN, Affidavit,correctness and No relation certificate",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-05/2025-26,2025_CERWI_118475_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"58,811",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Construction of proposed Class Room Hall at Govindpur Higher Secondary, Govindpur in the District of Cuttack for the year 2024-25","Construction of proposed Class Room Hall at Govindpur Higher Secondary, Govindpur in the District of Cuttack for the year 2024-25",Refer tender document ,NA ,"58,81,052",Civil Works - Buildings,NA ,Tender,90.0,270.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,1.0,1st Corrigendum,Technical Bid,,"S.E, R.W.Division, Cuttack","At-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",24-Sep-2025 09:00 AM,08-Oct-2025 11:00 AM,24-Sep-2025 09:00 AM,06-Oct-2025 05:00 PM,24-Sep-2025 09:00 AM ,04-Oct-2025 05:00 PM ,24-Sep-2025 09:00 AM,06-Oct-2025 05:00 PM,15-Nov-2025 03:00 PM,AOC
,,,,,,,,,,,,,,,,,,,2,3112229,Brahmajit Dash,06-Oct-2025 01:42 PM,Rejected-Finance,0.09 Percentage Less Rejected due to 2d Lowest,06-Jan-2026 09:19 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Similar nature of work, Machineries and as per DTCN",,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3101757,DIPTI RANJAN NAYAK,28-Sep-2025 09:15 PM,Rejected-Technical,Affidavit regarding Electrical contract Not Furnished,14-Nov-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3112237,DIPTIREKHA BEHERA,06-Oct-2025 02:05 PM,Accepted-AOC,Selected through lottery,06-Jan-2026 09:23 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3110232,MADHUSMITA CHOUDHURY,05-Oct-2025 07:43 PM,Rejected-Finance,As per CSR Rejected due to 3rd Lowest,06-Jan-2026 09:19 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3111251,PADMALOCHAN PRADHAN,06-Oct-2025 06:56 AM,Rejected-AOC,Not selected in lottery,06-Jan-2026 09:23 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3110840,PRAKASH CHANDRA SWAIN,05-Oct-2025 01:54 PM,Rejected-Technical,Affidavit regarding Electrical contract Not Furnished,14-Nov-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3111209,RANJIT MOHANTY,06-Oct-2025 07:30 AM,Rejected-AOC,Not selected in lottery,06-Jan-2026 09:23 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3101758,SAUMYA RANJAN SWAIN,28-Sep-2025 09:30 PM,Rejected-Technical,Affidavit regarding Electrical contract Not Furnished,14-Nov-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3101753,sumanta kumar mohanty,30-Sep-2025 07:59 AM,Rejected-Technical,Affidavit regarding Electrical contract Not Furnished,14-Nov-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,3112395,SUMANTA KUMAR SAHOO,06-Oct-2025 02:49 PM,Rejected-AOC,Not selected in lottery,06-Jan-2026 09:23 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
